index,tweet_id,user_id,id,tweet,url,adr_present,ner
20,344469944613875712,47189853,humira-51b73ce15378b9555a2f1755,"@sapphire20 to it, and now I'm on Humira with just the bloat to battle. Things sometimes get super shitty in every sense. But stay strong xx",http://twitter.com/47189853/status/344469944613875712,1,"['@\tO', 'sapphire20\tO', 'to\tO', 'it\tO', ',\tO', 'and\tO', 'now\tO', ""I'm\tO"", 'on\tO', 'Humira\tO', 'with\tO', 'just\tO', 'the\tO', 'bloat\tB', 'to\tO', 'battle\tO', '.\tO', 'Things\tO', 'sometimes\tO', 'get\tO', 'super\tO', 'shitty\tO', 'in\tO', 'every\tO', 'sense\tO', '.\tO', 'But\tO', 'stay\tO', 'strong\tO', 'xx\tO']"
23,340307896074133504,918098096,nicotine-51a8183353787e40790dec88,Officially addicted to nicotine,http://twitter.com/918098096/status/340307896074133504,1,"['Officially\tO', 'addicted\tB', 'to\tO', 'nicotine\tO']"
24,351082980330045440,314910038,levaquin-51cf4b2053785f584a9ae001,"Levaquin sucks. Blinding headaches. Vomiting. Diarrhea. 

Time for my next dose.

Happy weekend. 

#tmi #FML",http://twitter.com/314910038/status/351082980330045440,1,"['Levaquin\tO', 'sucks\tO', '.\tO', 'Blinding\tO', 'headaches\tB', '.\tO', 'Vomiting\tB', '.\tO', 'Diarrhea\tB', '.\tO', 'Time\tO', 'for\tO', 'my\tO', 'next\tO', 'dose\tO', '.\tO', 'Happy\tO', 'weekend\tO', '.\tO', '#\tO', 'tmi\tO', '#\tO', 'FML\tO']"
27,345655759767482369,1351058880,humira-51bb8ca55378b9555a2f305d,@sarahchoueiry @crohns_twins i also have nuasea and low grade temp and on #humira should i go check it out??,http://twitter.com/1351058880/status/345655759767482369,1,"['@\tO', 'sarahchoueiry\tO', '@\tO', 'crohns\tO', '_\tO', 'twins\tO', 'i\tO', 'also\tO', 'have\tO', 'nuasea\tB', 'and\tO', 'low\tB', 'grade\tI', 'temp\tI', 'and\tO', 'on\tO', '#\tO', 'humira\tO', 'should\tO', 'i\tO', 'go\tO', 'check\tO', 'it\tO', 'out\tO', '?\tO', '?\tO']"
28,340331870745149440,456299787,nicotine-51a82e6053787e40790ded3f,Nicotine withdrawals #2DaysDown #ForeverToGo #headache #irritable #toomanyhashtags #makeitstop,http://twitter.com/456299787/status/340331870745149440,1,"['Nicotine\tO', 'withdrawals\tB', '#\tO', '2DaysDown\tO', '#\tO', 'ForeverToGo\tO', '#\tO', 'headache\tB', '#\tO', 'irritable\tB', '#\tO', 'toomanyhashtags\tO', '#\tO', 'makeitstop\tO']"
29,341903484242784256,815448026,enbrel-51ade60e5378f924d02ef547,@Joanne__Howe I'm good been on 25mg MTX for years then switched to leflunomide back MTX the other caused tummy trouble. Why r u off Enbrel,http://twitter.com/815448026/status/341903484242784256,1,"['@\tO', 'Joanne\tO', '_\tO', '_\tO', 'Howe\tO', ""I'm\tO"", 'good\tO', 'been\tO', 'on\tO', '25mg\tO', 'MTX\tO', 'for\tO', 'years\tO', 'then\tO', 'switched\tO', 'to\tO', 'leflunomide\tB', 'back\tO', 'MTX\tO', 'the\tO', 'other\tO', 'caused\tO', 'tummy\tB', 'trouble\tI', '.\tO', 'Why\tO', 'r\tO', 'u\tO', 'off\tO', 'Enbrel\tO']"
30,345241637078847489,320440672,cipro-51ba0af35378b9555a2f2722,@ShipMom Cipro is awful makes me sick as a dog too,http://twitter.com/320440672/status/345241637078847489,1,"['@\tO', 'ShipMom\tO', 'Cipro\tO', 'is\tO', 'awful\tO', 'makes\tO', 'me\tO', 'sick\tB', 'as\tO', 'a\tO', 'dog\tO', 'too\tO']"
31,332241130353745920,69772809,trazodone-518abf49ac6a942006b3f03b,@DrOz i take Trazodone for my #insomina & still have a hard time falling asleep or I end up having crazy dreams that wake me up!?! #OzSleep,http://twitter.com/69772809/status/332241130353745920,1,"['@\tO', 'DrOz\tO', 'i\tO', 'take\tO', 'Trazodone\tO', 'for\tO', 'my\tO', '#\tO', 'insomina\tB', '&\tO', 'still\tO', 'have\tO', 'a\tO', 'hard\tO', 'time\tO', 'falling\tO', 'asleep\tO', 'or\tO', 'I\tO', 'end\tO', 'up\tO', 'having\tO', 'crazy\tB', 'dreams\tI', 'that\tO', 'wake\tO', 'me\tO', 'up\tO', '!\tO', '?\tO', '!\tO', '#\tO', 'OzSleep\tO']"
32,351133278692057088,1061562434,seroquel-51cf79f853785f584a9ae10b,"although taking it now would run counter to my current ""food + seroquel = RLS"" philosophy",http://twitter.com/1061562434/status/351133278692057088,1,"['although\tO', 'taking\tO', 'it\tO', 'now\tO', 'would\tO', 'run\tO', 'counter\tO', 'to\tO', 'my\tO', 'current\tO', 'food\tO', '+\tO', 'seroquel\tO', '=\tO', 'RLS\tB', 'philosophy\tO']"
33,352869424174342144,41850242,cipro-51d5cae853785f584a9b0c36,SO GLAD to have just finished a course of cipro! Fingers crossed I can stay off of nausea inducing meds for the next little while...,http://twitter.com/41850242/status/352869424174342144,1,"['SO\tO', 'GLAD\tO', 'to\tO', 'have\tO', 'just\tO', 'finished\tO', 'a\tO', 'course\tO', 'of\tO', 'cipro\tO', '!\tO', 'Fingers\tO', 'crossed\tO', 'I\tO', 'can\tO', 'stay\tO', 'off\tO', 'of\tO', 'nausea\tB', 'inducing\tO', 'meds\tO', 'for\tO', 'the\tO', 'next\tO', 'little\tO', 'while\tO', '.\tO', '.\tO', '.\tO']"
35,330045611476938753,177700552,vyvanse-5182c28cac6a942006b38523,"I can feel my heart starting to palpitate from vyvanse, red bull, and nicotine. That's probably par for the course for finals week, right?",http://twitter.com/177700552/status/330045611476938753,1,"['I\tO', 'can\tO', 'feel\tO', 'my\tO', 'heart\tO', 'starting\tO', 'to\tO', 'palpitate\tB', 'from\tO', 'vyvanse\tO', ',\tO', 'red\tO', 'bull\tO', ',\tO', 'and\tO', 'nicotine\tO', '.\tO', ""That's\tO"", 'probably\tO', 'par\tO', 'for\tO', 'the\tO', 'course\tO', 'for\tO', 'finals\tO', 'week\tO', ',\tO', 'right\tO', '?\tO']"
36,343051602833330176,19766711,venlafaxine-51b213525378b9555a2efe62,Day 3 without #venlafaxine. Worst drug ever to withdraw from? Any support much appreciated!,http://twitter.com/19766711/status/343051602833330176,1,"['Day\tO', '3\tO', 'without\tO', '#\tO', 'venlafaxine\tO', '.\tO', 'Worst\tO', 'drug\tO', 'ever\tO', 'to\tO', 'withdraw\tB', 'from\tO', '?\tO', 'Any\tO', 'support\tO', 'much\tO', 'appreciated\tO', '!\tO']"
37,333675186622701570,36100296,paroxetine-518ff6daac6ab35b4d483604,"@Marcello I had to take Paroxetine tablets for a year nd a side effect is weight gain, it went to my core. Off them now bt can't shift it!",http://twitter.com/36100296/status/333675186622701570,1,"['@\tO', 'Marcello\tO', 'I\tO', 'had\tO', 'to\tO', 'take\tO', 'Paroxetine\tO', 'tablets\tO', 'for\tO', 'a\tO', 'year\tO', 'nd\tO', 'a\tO', 'side\tO', 'effect\tO', 'is\tO', 'weight\tB', 'gain\tI', ',\tO', 'it\tO', 'went\tO', 'to\tO', 'my\tO', 'core\tO', '.\tO', 'Off\tO', 'them\tO', 'now\tO', 'bt\tO', ""can't\tO"", 'shift\tO', 'it\tO', '!\tO']"
38,351523524277579776,28052615,humira-51d0e56a53785f584a9ae8ef,@HospitalPatient  have been on Humira 2years now n get on off chest infections that sometimes need 2diff pills 2sort out should I b worried?,http://twitter.com/28052615/status/351523524277579776,1,"['@\tO', 'HospitalPatient\tO', 'have\tO', 'been\tO', 'on\tO', 'Humira\tO', '2years\tO', 'now\tO', 'n\tO', 'get\tO', 'on\tO', 'off\tO', 'chest\tB', 'infections\tI', 'that\tO', 'sometimes\tO', 'need\tO', '2diff\tO', 'pills\tO', '2sort\tO', 'out\tO', 'should\tO', 'I\tO', 'b\tO', 'worried\tO', '?\tO']"
39,351455090193858560,506609271,olanzapine-51d0a5ad53785f584a9ae6b5,I think this Olanzapine makes me crazier.,http://twitter.com/506609271/status/351455090193858560,1,"['I\tO', 'think\tO', 'this\tO', 'Olanzapine\tO', 'makes\tO', 'me\tO', 'crazier\tB', '.\tO']"
41,333790777761218560,27831086,paxil-51906281ac6ab35b4d483a4d,@NickysAngelBaby Oy.. I'm allergic to Paxil. Makes me physically puke didn't understand why. I see a Psych. I'm on 100mg of Zoloft.,http://twitter.com/27831086/status/333790777761218560,1,"['@\tO', 'NickysAngelBaby\tO', 'Oy\tO', '.\tO', '.\tO', ""I'm\tO"", 'allergic\tB', 'to\tO', 'Paxil\tO', '.\tO', 'Makes\tO', 'me\tO', 'physically\tO', 'puke\tB', ""didn't\tO"", 'understand\tO', 'why\tO', '.\tO', 'I\tO', 'see\tO', 'a\tO', 'Psych\tO', '.\tO', ""I'm\tO"", 'on\tO', '100mg\tO', 'of\tO', 'Zoloft\tO', '.\tO']"
46,341262613616943104,450695228,olanzapine-51ab913c53787e40790e05bc,"@LithiumLibGirl I'm sure it helps that you are so active. I did eventually lose my olanzapine lbs, so there is hope. :)",http://twitter.com/450695228/status/341262613616943104,1,"['@\tO', 'LithiumLibGirl\tO', ""I'm\tO"", 'sure\tO', 'it\tO', 'helps\tO', 'that\tO', 'you\tO', 'are\tO', 'so\tO', 'active\tO', '.\tO', 'I\tO', 'did\tO', 'eventually\tO', 'lose\tO', 'my\tO', 'olanzapine\tB', 'lbs\tI', ',\tO', 'so\tO', 'there\tO', 'is\tO', 'hope\tO', '.\tO', ':\tO', ')\tO']"
47,333744558200475648,1327900596,fluoxetine-51903776ac6ab35b4d483870,popped a Fluoxetine im sweating,http://twitter.com/1327900596/status/333744558200475648,1,"['popped\tO', 'a\tO', 'Fluoxetine\tO', 'im\tO', 'sweating\tB']"
55,341657848503226369,500442723,lamictal-51ad017f5378f924d02eee1c,@ybnormal622 I am on only 25mg lamictal but it makes me anxious and insomniac so I skip sometimes and get depressed.,http://twitter.com/500442723/status/341657848503226369,1,"['@\tO', 'ybnormal622\tO', 'I\tO', 'am\tO', 'on\tO', 'only\tO', '25mg\tO', 'lamictal\tO', 'but\tO', 'it\tO', 'makes\tO', 'me\tO', 'anxious\tB', 'and\tO', 'insomniac\tB', 'so\tO', 'I\tO', 'skip\tO', 'sometimes\tO', 'and\tO', 'get\tO', 'depressed\tB', '.\tO']"
57,340638766215622656,66038872,effexor-51a94c3153787e40790df711,SO IT FUCKING TURNS OUT THAT A SIDE EFFECT OF EFFEXOR IS A LOSS OF APPETITE,http://twitter.com/66038872/status/340638766215622656,1,"['SO\tO', 'IT\tO', 'FUCKING\tO', 'TURNS\tO', 'OUT\tO', 'THAT\tO', 'A\tO', 'SIDE\tO', 'EFFECT\tO', 'OF\tI', 'EFFEXOR\tO', 'IS\tO', 'A\tO', 'LOSS\tB', 'OF\tI', 'APPETITE\tI']"
61,344453727299702785,371617192,vyvanse-51b72d3c5378b9555a2f1719,"All nighter is killing me right now, I hate you vyvanse",http://twitter.com/371617192/status/344453727299702785,1,"['All\tB', 'nighter\tI', 'is\tO', 'killing\tO', 'me\tO', 'right\tO', 'now\tO', ',\tO', 'I\tO', 'hate\tO', 'you\tO', 'vyvanse\tO']"
62,341873958007738369,51028602,cipro-51adcc105378f924d02ef47a,"@Nichole_Lindsey I've had Cipro before. Luckily for me, the only side fx I tend to get from AB is gastic upset. But I RARELY use AB.",http://twitter.com/51028602/status/341873958007738369,1,"['@\tO', 'Nichole\tO', '_\tO', 'Lindsey\tO', ""I've\tO"", 'had\tO', 'Cipro\tO', 'before\tO', '.\tO', 'Luckily\tO', 'for\tO', 'me\tO', ',\tO', 'the\tO', 'only\tO', 'side\tO', 'fx\tO', 'I\tO', 'tend\tO', 'to\tO', 'get\tO', 'from\tO', 'AB\tO', 'is\tO', 'gastic\tB', 'upset\tI', '.\tO', 'But\tO', 'I\tO', 'RARELY\tO', 'use\tO', 'AB\tO', '.\tO']"
64,347521087304785920,97567146,rivaroxaban-51c255e553785f584a9a81da,"02.03 Rivaroxaban diary day 20. Some neck pain and legs still weak, but feeling much better. Very warm night.",http://twitter.com/97567146/status/347521087304785920,1,"['02\tO', '.\tO', '03\tO', 'Rivaroxaban\tO', 'diary\tO', 'day\tO', '20\tO', '.\tO', 'Some\tO', 'neck\tB', 'pain\tI', 'and\tO', 'legs\tB', 'still\tI', 'weak\tI', ',\tO', 'but\tO', 'feeling\tO', 'much\tO', 'better\tO', '.\tO', 'Very\tO', 'warm\tO', 'night\tO', '.\tO']"
65,341317871877648385,32655101,lamotrigine-51abc4a953787e40790e073f,#lamotrigine headaches suck :( i wanna curl up & cry.,http://twitter.com/32655101/status/341317871877648385,1,"['#\tO', 'lamotrigine\tO', 'headaches\tB', 'suck\tO', ':\tO', '(\tO', 'i\tO', 'wanna\tO', 'curl\tO', 'up\tO', '&\tO', 'cry\tO', '.\tO']"
68,343836978212642817,35401008,cymbalta-51b4ef085378b9555a2f0cad,This higher dose of #cymbalta is making me extremely tired and anxious. Is this normal?,http://twitter.com/35401008/status/343836978212642817,1,"['This\tO', 'higher\tO', 'dose\tO', 'of\tO', '#\tO', 'cymbalta\tO', 'is\tO', 'making\tO', 'me\tO', 'extremely\tO', 'tired\tB', 'and\tO', 'anxious\tB', '.\tO', 'Is\tO', 'this\tO', 'normal\tO', '?\tO']"
69,351399936551690240,30042969,tysabri-51d0725853785f584a9ae52c,Why must I be so tired. This spell better just be new med beginnings & go away! #tysabri,http://twitter.com/30042969/status/351399936551690240,1,"['Why\tO', 'must\tO', 'I\tO', 'be\tO', 'so\tO', 'tired\tB', '.\tO', 'This\tO', 'spell\tO', 'better\tO', 'just\tO', 'be\tO', 'new\tO', 'med\tO', 'beginnings\tO', '&\tO', 'go\tO', 'away\tO', '!\tO', '#\tO', 'tysabri\tO']"
70,331084316740304898,19540826,fluoxetine-518689ebac6a942006b3b2dc,"@SamAmbreen doesn't work. Citilopram then fluoxetine before, bothe did nothing for my mood but made me vomit so much I lost 4 stone in 6mo.",http://twitter.com/19540826/status/331084316740304898,1,"['@\tO', 'SamAmbreen\tO', ""doesn't\tO"", 'work\tO', '.\tO', 'Citilopram\tO', 'then\tO', 'fluoxetine\tO', 'before\tO', ',\tO', 'bothe\tO', 'did\tO', 'nothing\tO', 'for\tO', 'my\tO', 'mood\tB', 'but\tO', 'made\tO', 'me\tO', 'vomit\tB', 'so\tO', 'much\tO', 'I\tO', 'lost\tB', '4\tI', 'stone\tI', 'in\tO', '6mo\tO', '.\tO']"
73,342341320465076225,223379391,venlafaxine-51af7dd15378f924d02f055f,Anyone who will listen: never ever take Effexor/Venlafaxine. Paraesthesia abound.,http://twitter.com/223379391/status/342341320465076225,1,"['Anyone\tO', 'who\tO', 'will\tO', 'listen\tO', ':\tO', 'never\tO', 'ever\tO', 'take\tO', 'Effexor\tO', '/\tO', 'Venlafaxine\tO', '.\tO', 'Paraesthesia\tB', 'abound\tO', '.\tO']"
75,345018750845734913,258818833,vyvanse-51b93b5f5378b9555a2f2364,I don't know if vyvanse was a good idea #nosleep,http://twitter.com/258818833/status/345018750845734913,1,"['I\tO', ""don't\tO"", 'know\tO', 'if\tO', 'vyvanse\tO', 'was\tO', 'a\tO', 'good\tO', 'idea\tO', '#\tO', 'nosleep\tB']"
76,329832584282513408,14149423,trazodone-5181fc26ac6a942006b37d24,"RP McMurphy was right about the trazodone being my new favorite bed-buddy. RIP, melatonin dreams. You were getting too weird - even for me.",http://twitter.com/14149423/status/329832584282513408,1,"['RP\tO', 'McMurphy\tO', 'was\tO', 'right\tO', 'about\tO', 'the\tO', 'trazodone\tO', 'being\tO', 'my\tO', 'new\tO', 'favorite\tO', 'bed\tO', '-\tO', 'buddy\tO', '.\tO', 'RIP\tO', ',\tO', 'melatonin\tB', 'dreams\tB', '.\tO', 'You\tO', 'were\tO', 'getting\tO', 'too\tO', 'weird\tO', '-\tO', 'even\tO', 'for\tO', 'me\tO', '.\tO']"
77,344446908271570944,1128357733,xarelto-51b726cd5378b9555a2f16f2,@whiskey_girl33 oh yuck. We all have our least favorite body fluid. Mine is aerosolized blood. Nosebleed on Xarelto -eeeew,http://twitter.com/1128357733/status/344446908271570944,1,"['@\tO', 'whiskey\tO', '_\tO', 'girl33\tO', 'oh\tO', 'yuck\tO', '.\tO', 'We\tO', 'all\tO', 'have\tO', 'our\tO', 'least\tO', 'favorite\tO', 'body\tO', 'fluid\tO', '.\tO', 'Mine\tO', 'is\tO', 'aerosolized\tO', 'blood\tO', '.\tO', 'Nosebleed\tB', 'on\tO', 'Xarelto\tO', '-\tO', 'eeeew\tO']"
82,352544481175801856,72860003,quetiapine-51d49c6553785f584a9b03d8,"@cheer_bear13 quetiapine knocked me sidewards for a week then I suddenly woke up activated. Then relapsed, upped dose, activated & so on",http://twitter.com/72860003/status/352544481175801856,1,"['@\tO', 'cheer\tO', '_\tO', 'bear13\tO', 'quetiapine\tO', 'knocked\tB', 'me\tI', 'sidewards\tI', 'for\tO', 'a\tO', 'week\tO', 'then\tO', 'I\tO', 'suddenly\tO', 'woke\tO', 'up\tO', 'activated\tO', '.\tO', 'Then\tO', 'relapsed\tO', ',\tO', 'upped\tO', 'dose\tO', ',\tO', 'activated\tO', '&\tO', 'so\tO', 'on\tO']"
83,344898461449199618,372516011,vyvanse-51b8cb585378b9555a2f20fc,@_chanabeth_ @laceyKayBee I didn't stay long. And I took a vyvanse so I can't go back to sleep. Lol,http://twitter.com/372516011/status/344898461449199618,1,"['@\tO', '_\tO', 'chanabeth\tO', '_\tO', '@\tO', 'laceyKayBee\tO', 'I\tO', ""didn't\tO"", 'stay\tO', 'long\tO', '.\tO', 'And\tO', 'I\tO', 'took\tO', 'a\tO', 'vyvanse\tO', 'so\tO', 'I\tO', ""can't\tB"", 'go\tI', 'back\tI', 'to\tI', 'sleep\tI', '.\tO', 'Lol\tO']"
84,340345154877673473,1395716358,nicotine-51a83ac553787e40790ded94,Do you know how badly I want a cigarette right now? But no. I manfully suffer through nicotine withdrawal—all for you #sacrifice,http://twitter.com/1395716358/status/340345154877673473,1,"['Do\tO', 'you\tO', 'know\tO', 'how\tO', 'badly\tO', 'I\tO', 'want\tO', 'a\tO', 'cigarette\tO', 'right\tO', 'now\tO', '?\tO', 'But\tO', 'no\tO', '.\tO', 'I\tO', 'manfully\tO', 'suffer\tO', 'through\tO', 'nicotine\tO', 'withdrawal—all\tO', 'for\tO', 'you\tO', '#\tO', 'sacrifice\tO']"
89,351514109889617920,218015741,quetiapine-51d0dcbf53785f584a9ae8ae,"one of the things i hate most about quetiapine is when i take it for the first few hours i slur my words, so people assume i'm merely drunk.",http://twitter.com/218015741/status/351514109889617920,1,"['one\tO', 'of\tO', 'the\tO', 'things\tO', 'i\tO', 'hate\tO', 'most\tO', 'about\tO', 'quetiapine\tO', 'is\tO', 'when\tO', 'i\tO', 'take\tO', 'it\tO', 'for\tO', 'the\tO', 'first\tO', 'few\tO', 'hours\tO', 'i\tO', 'slur\tB', 'my\tO', 'words\tO', ',\tO', 'so\tO', 'people\tO', 'assume\tO', ""i'm\tO"", 'merely\tO', 'drunk\tO', '.\tO']"
92,345725882620579841,15891806,quetiapine-51bbce005378b9555a2f3163,@Butterflywgs ...my old ones! Plus caffeine in the morning counteracts these quite nicely whereas quetiapine hangovers were unshiftable,http://twitter.com/15891806/status/345725882620579841,1,"['@\tO', 'Butterflywgs\tO', '.\tO', '.\tO', '.\tO', 'my\tO', 'old\tO', 'ones\tO', '!\tO', 'Plus\tO', 'caffeine\tO', 'in\tO', 'the\tO', 'morning\tO', 'counteracts\tO', 'these\tO', 'quite\tO', 'nicely\tO', 'whereas\tO', 'quetiapine\tO', 'hangovers\tB', 'were\tO', 'unshiftable\tO']"
94,341690963808370690,388286396,prozac-51ad20205378f924d02eef2d,do i come off my medication or do i just continue to be a prozac zombie,http://twitter.com/388286396/status/341690963808370690,1,"['do\tO', 'i\tO', 'come\tO', 'off\tO', 'my\tO', 'medication\tO', 'or\tO', 'do\tO', 'i\tO', 'just\tO', 'continue\tO', 'to\tO', 'be\tO', 'a\tO', 'prozac\tO', 'zombie\tB']"
98,342843798554046464,17248031,pristiq-51b151f35378b9555a2ef8f9,@hello_nacho @tobiasampersand Lexapro gave me the worst mixed episodes. I have some instability with Pristiq but I can manage it ok.,http://twitter.com/17248031/status/342843798554046464,1,"['@\tO', 'hello\tO', '_\tO', 'nacho\tO', '@\tO', 'tobiasampersand\tO', 'Lexapro\tB', 'gave\tO', 'me\tO', 'the\tO', 'worst\tO', 'mixed\tB', 'episodes\tI', '.\tO', 'I\tO', 'have\tO', 'some\tO', 'instability\tB', 'with\tO', 'Pristiq\tO', 'but\tO', 'I\tO', 'can\tO', 'manage\tO', 'it\tO', 'ok\tO', '.\tO']"
99,329729190993747968,463886517,venlafaxine-51819bdcac6a942006b378e7,"@calyxxx same with venlafaxine, 1 user I spoke to yrs ago stopped taking that when she started having acid like trips losing hours at a time",http://twitter.com/463886517/status/329729190993747968,1,"['@\tO', 'calyxxx\tO', 'same\tO', 'with\tO', 'venlafaxine\tO', ',\tO', '1\tO', 'user\tO', 'I\tO', 'spoke\tO', 'to\tO', 'yrs\tO', 'ago\tO', 'stopped\tO', 'taking\tO', 'that\tO', 'when\tO', 'she\tO', 'started\tO', 'having\tO', 'acid\tB', 'like\tI', 'trips\tI', 'losing\tO', 'hours\tO', 'at\tO', 'a\tO', 'time\tO']"
101,349182910127038464,532685644,lamotrigine-51c8618c53785f584a9ab491,"@sleazeballz @Kanako_UkFur was on Lamotrigine for about 5 months, got taken off them due to a rash on my elbow :/ now i feel more meh",http://twitter.com/532685644/status/349182910127038464,1,"['@\tO', 'sleazeballz\tO', '@\tO', 'Kanako\tO', '_\tO', 'UkFur\tO', 'was\tO', 'on\tO', 'Lamotrigine\tO', 'for\tO', 'about\tO', '5\tO', 'months\tO', ',\tO', 'got\tO', 'taken\tO', 'off\tO', 'them\tO', 'due\tO', 'to\tO', 'a\tO', 'rash\tB', 'on\tO', 'my\tO', 'elbow\tO', ':\tO', '/\tO', 'now\tO', 'i\tO', 'feel\tO', 'more\tO', 'meh\tO']"
104,343602709519273985,12135892,pristiq-51b414945378b9555a2f09ac,@HarryDFish @deltrimental Joe is on Pristiq and he gets weird brain zap / twitch things too.,http://twitter.com/12135892/status/343602709519273985,1,"['@\tO', 'HarryDFish\tO', '@\tO', 'deltrimental\tO', 'Joe\tO', 'is\tO', 'on\tO', 'Pristiq\tO', 'and\tO', 'he\tO', 'gets\tO', 'weird\tO', 'brain\tB', 'zap\tI', '/\tO', 'twitch\tB', 'things\tO', 'too\tO', '.\tO']"
