index,tweet_id,user_id,id,tweet,url,adr_present,ner
142,347165168804966400,97567146,rivaroxaban-51c10a6153785f584a9a78ed,"02.20 Day 19 Rivaroxaban Diary woken up with pains in head, neck, back, hip and legs. Seeing Doc in 7 hours. No way am I continuin with Rvxn",http://twitter.com/97567146/status/347165168804966400,1,"['02\tO', '.\tO', '20\tO', 'Day\tO', '19\tO', 'Rivaroxaban\tO', 'Diary\tO', 'woken\tO', 'up\tO', 'with\tO', 'pains\tB', 'in\tI', 'head\tI', ',\tO', 'neck\tB', ',\tO', 'back\tB', ',\tO', 'hip\tB', 'and\tO', 'legs\tB', '.\tO', 'Seeing\tO', 'Doc\tO', 'in\tI', '7\tO', 'hours\tO', '.\tO', 'No\tO', 'way\tO', 'am\tO', 'I\tO', 'continuin\tO', 'with\tO', 'Rvxn\tO']"
491,343471954109550592,336668444,effexor-51b39ace5378b9555a2f080c,I LOVE this Effexor! MAJORLY kills my libido.,http://twitter.com/336668444/status/343471954109550592,1,"['I\tO', 'LOVE\tO', 'this\tO', 'Effexor\tO', '!\tO', 'MAJORLY\tO', 'kills\tB', 'my\tI', 'libido\tI', '.\tO']"
1044,348135763520667648,49631183,cipro-51c4925653785f584a9a8f1a,"“@joshuagates: TIP: My 5 item health kit for distant lands: Cipro (gut), Z Pak (chest), Pepto (stomach), Purell (germs), Advil (hangovers).",http://twitter.com/49631183/status/348135763520667648,0,"['“\tO', '@\tO', 'joshuagates\tO', ':\tO', 'TIP\tO', ':\tO', 'My\tO', '5\tO', 'item\tO', 'health\tO', 'kit\tO', 'for\tO', 'distant\tO', 'lands\tO', ':\tO', 'Cipro\tO', '(\tO', 'gut\tO', ')\tO', ',\tO', 'Z\tO', 'Pak\tO', '(\tO', 'chest\tO', ')\tO', ',\tO', 'Pepto\tO', '(\tO', 'stomach\tO', ')\tO', ',\tO', 'Purell\tO', '(\tO', 'germs\tO', ')\tO', ',\tO', 'Advil\tO', '(\tO', 'hangovers\tO', ')\tO', '.\tO']"
873,330696740091076608,240094239,zoledronic acid-518520f6ac6a942006b39fc2,Simple summary of Zoledronic acid efficacy in MEN. Nejm paper 2012 1st trial with fracture primary end pointpic.twitter.com/SMQz1OQb6c,http://twitter.com/240094239/status/330696740091076608,0,"['Simple\tO', 'summary\tO', 'of\tO', 'Zoledronic\tO', 'acid\tO', 'efficacy\tO', 'in\tO', 'MEN\tO', '.\tO', 'Nejm\tO', 'paper\tO', '2012\tO', '1st\tO', 'trial\tO', 'with\tO', 'fracture\tO', 'primary\tO', 'end\tO', 'pointpic\tO', '.\tO', 'twitter\tO', '.\tO', 'com\tO', '/\tO', 'SMQz1OQb6c\tO']"
220,345391029731606529,1187577733,cymbalta-51ba96485378b9555a2f2a4b,"@Glinda_R @SpooniesCouch Cymbalta withdrawal is getting top billing at the moment, however. Ugh! xx",http://twitter.com/1187577733/status/345391029731606529,1,"['@\tO', 'Glinda\tO', '_\tO', 'R\tO', '@\tO', 'SpooniesCouch\tO', 'Cymbalta\tO', 'withdrawal\tB', 'is\tO', 'getting\tO', 'top\tO', 'billing\tO', 'at\tO', 'the\tO', 'moment\tO', ',\tO', 'however\tO', '.\tO', 'Ugh\tO', '!\tO', 'xx\tO']"
388,333286778628870145,137118909,venlafaxine-518e8d1fac6ab35b4d48281e,"@MondaysMomma It's ok, I guess it's just a case of trial and error with antidepressants. Coming off venlafaxine has been so nasty :(",http://twitter.com/137118909/status/333286778628870145,1,"['@\tO', 'MondaysMomma\tO', ""It's\tO"", 'ok\tO', ',\tO', 'I\tO', 'guess\tO', ""it's\tO"", 'just\tO', 'a\tO', 'case\tO', 'of\tO', 'trial\tO', 'and\tO', 'error\tO', 'with\tO', 'antidepressants\tB', '.\tO', 'Coming\tO', 'off\tO', 'venlafaxine\tO', 'has\tO', 'been\tO', 'so\tO', 'nasty\tB', ':\tO', '(\tO']"
864,341698995531427840,73997527,vyvanse-51ad27a25378f924d02eef82,didn't take my vyvanse today if anyone is brave enough to cross my path today... #wildnout,http://twitter.com/73997527/status/341698995531427840,0,"[""didn't\tO"", 'take\tO', 'my\tO', 'vyvanse\tO', 'today\tO', 'if\tO', 'anyone\tO', 'is\tO', 'brave\tO', 'enough\tO', 'to\tO', 'cross\tO', 'my\tO', 'path\tO', 'today\tO', '.\tO', '.\tO', '.\tO', '#\tO', 'wildnout\tO']"
1002,332801619244748800,273421529,quetiapine-518cc948ac6ab35b4d481444,"@IamCarrieeeeee what an arsehole! I'm off Quetiapine and on Lamotrigine, I'm so fucking happy* :) 

*hypomanic",http://twitter.com/273421529/status/332801619244748800,0,"['@\tO', 'IamCarrieeeeee\tO', 'what\tO', 'an\tO', 'arsehole\tO', '!\tO', ""I'm\tO"", 'off\tO', 'Quetiapine\tO', 'and\tO', 'on\tO', 'Lamotrigine\tO', ',\tO', ""I'm\tO"", 'so\tO', 'fucking\tO', 'happy\tO', '*\tO', ':\tO', ')\tO', '*\tO', 'hypomanic\tO']"
736,333240613149503488,154079781,venlafaxine-518e6220ac6ab35b4d4825e7,@louisnewbery I started reducing my Venlafaxine last week. The lower dose is just starting to take effect. Another 5 weeks to go - at least!,http://twitter.com/154079781/status/333240613149503488,0,"['@\tO', 'louisnewbery\tO', 'I\tO', 'started\tO', 'reducing\tO', 'my\tO', 'Venlafaxine\tO', 'last\tO', 'week\tO', '.\tO', 'The\tO', 'lower\tO', 'dose\tO', 'is\tO', 'just\tO', 'starting\tO', 'to\tO', 'take\tO', 'effect\tO', '.\tO', 'Another\tO', '5\tO', 'weeks\tO', 'to\tO', 'go\tO', '-\tO', 'at\tO', 'least\tO', '!\tO']"
77,344446908271570944,1128357733,xarelto-51b726cd5378b9555a2f16f2,@whiskey_girl33 oh yuck. We all have our least favorite body fluid. Mine is aerosolized blood. Nosebleed on Xarelto -eeeew,http://twitter.com/1128357733/status/344446908271570944,1,"['@\tO', 'whiskey\tO', '_\tO', 'girl33\tO', 'oh\tO', 'yuck\tO', '.\tO', 'We\tO', 'all\tO', 'have\tO', 'our\tO', 'least\tO', 'favorite\tO', 'body\tO', 'fluid\tO', '.\tO', 'Mine\tO', 'is\tO', 'aerosolized\tO', 'blood\tO', '.\tO', 'Nosebleed\tB', 'on\tO', 'Xarelto\tO', '-\tO', 'eeeew\tO']"
930,348862084961935362,170302722,lozenge-51c736c153785f584a9aaa1b,"Lunch: Carnita taco from new Taqueria, chicken soup, Ricola throat lozenge for dessert. Clearly trying to add stomach issues to the mix. O_o",http://twitter.com/170302722/status/348862084961935362,0,"['Lunch\tO', ':\tO', 'Carnita\tO', 'taco\tO', 'from\tO', 'new\tO', 'Taqueria\tO', ',\tO', 'chicken\tO', 'soup\tO', ',\tO', 'Ricola\tO', 'throat\tO', 'lozenge\tO', 'for\tO', 'dessert\tO', '.\tO', 'Clearly\tO', 'trying\tO', 'to\tO', 'add\tO', 'stomach\tO', 'issues\tO', 'to\tO', 'the\tO', 'mix\tO', '.\tO', 'O\tO', '_\tO', 'o\tO']"
783,340555816098750464,306190984,prozac-51a8fef053787e40790df3ff,"Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.""#Did u know#",http://twitter.com/306190984/status/340555816098750464,0,"['Bananas\tO', 'contain\tO', 'a\tO', 'natural\tO', 'chemical\tO', 'that\tO', 'can\tO', 'make\tO', 'a\tO', 'person\tO', 'happy\tO', '-\tO', 'The\tO', 'same\tO', 'chemical\tO', 'found\tO', 'in\tO', 'Prozac\tO', '.\tO', '#\tO', 'Did\tO', 'u\tO', 'know\tO', '#\tO']"
673,329589382350782465,484999413,fluoxetine-518119a7ac6af778c2041a61,@skinny_the_minx I'm on fluoxetine. Hm :( hope you feel better soon lovely!! Have you got quite a stressful job? X,http://twitter.com/484999413/status/329589382350782465,0,"['@\tO', 'skinny\tO', '_\tO', 'the\tO', '_\tO', 'minx\tO', ""I'm\tO"", 'on\tO', 'fluoxetine\tO', '.\tO', 'Hm\tO', ':\tO', '(\tO', 'hope\tO', 'you\tO', 'feel\tO', 'better\tO', 'soon\tO', 'lovely\tO', '!\tO', '!\tO', 'Have\tO', 'you\tO', 'got\tO', 'quite\tO', 'a\tO', 'stressful\tO', 'job\tO', '?\tO', 'X\tO']"
1181,342024276129492992,14327715,prozac-51ae568d5378f924d02efa03,"@neurobonkers also, ""meth mouth"" is really poverty mouth. u don't c when people take it for ADHD. nor in Prozac, which similarly dries mouth",http://twitter.com/14327715/status/342024276129492992,1,"['@\tO', 'neurobonkers\tO', 'also\tO', ',\tO', 'meth\tO', 'mouth\tI', 'is\tO', 'really\tO', 'poverty\tO', 'mouth\tI', '.\tO', 'u\tO', ""don't\tO"", 'c\tO', 'when\tO', 'people\tO', 'take\tO', 'it\tO', 'for\tO', 'ADHD\tO', '.\tO', 'nor\tO', 'in\tO', 'Prozac\tO', ',\tO', 'which\tO', 'similarly\tO', 'dries\tB', 'mouth\tI']"
70,331084316740304898,19540826,fluoxetine-518689ebac6a942006b3b2dc,"@SamAmbreen doesn't work. Citilopram then fluoxetine before, bothe did nothing for my mood but made me vomit so much I lost 4 stone in 6mo.",http://twitter.com/19540826/status/331084316740304898,1,"['@\tO', 'SamAmbreen\tO', ""doesn't\tO"", 'work\tO', '.\tO', 'Citilopram\tO', 'then\tO', 'fluoxetine\tO', 'before\tO', ',\tO', 'bothe\tO', 'did\tO', 'nothing\tO', 'for\tO', 'my\tO', 'mood\tB', 'but\tO', 'made\tO', 'me\tO', 'vomit\tB', 'so\tO', 'much\tO', 'I\tO', 'lost\tB', '4\tI', 'stone\tI', 'in\tO', '6mo\tO', '.\tO']"
908,352675531919073280,240344740,victoza-51d5165053785f584a9b0766,"If you take Byetta, Victoza, or Januvia, read 'Incretins Under Siege?  Don't Jump To Conclusions'  @diabetesblogs - http://ht.ly/meK6k ",http://twitter.com/240344740/status/352675531919073280,0,"['If\tO', 'you\tO', 'take\tO', 'Byetta\tO', ',\tO', 'Victoza\tO', ',\tO', 'or\tO', 'Januvia\tO', ',\tO', 'read\tO', ""'Incretins\tO"", 'Under\tO', 'Siege\tO', '?\tO', ""Don't\tO"", 'Jump\tO', 'To\tO', ""Conclusions'\tO"", '@\tO', 'diabetesblogs\tO', '-\tO', 'http\tO', ':\tO', '/\tO', '/\tO', 'ht\tO', '.\tO', 'ly\tO', '/\tO', 'meK6k\xa0\tO']"
639,340566181608038400,20658902,prozac-51a9089753787e40790df51b,Grandpa Prozac & The Gr8 Depression by @LTCartoons #offbeat #cartoons #humorpic.twitter.com/ziQxo5TYKn,http://twitter.com/20658902/status/340566181608038400,0,"['Grandpa\tO', 'Prozac\tO', '&\tO', 'The\tO', 'Gr8\tO', 'Depression\tO', 'by\tO', '@\tO', 'LTCartoons\tO', '#\tO', 'offbeat\tO', '#\tO', 'cartoons\tO', '#\tO', 'humorpic\tO', '.\tO', 'twitter\tO', '.\tO', 'com\tO', '/\tO', 'ziQxo5TYKn\tO']"
643,346637702013276160,138795534,humira-51bf21225378b9555a2f3f0b,"@SKRDad it's all about the long view, right? Humira has side effects for a few days, but totally worth it!",http://twitter.com/138795534/status/346637702013276160,0,"['@\tO', 'SKRDad\tO', ""it's\tO"", 'all\tO', 'about\tO', 'the\tO', 'long\tO', 'view\tO', ',\tO', 'right\tO', '?\tO', 'Humira\tO', 'has\tO', 'side\tO', 'effects\tO', 'for\tO', 'a\tO', 'few\tO', 'days\tO', ',\tO', 'but\tO', 'totally\tO', 'worth\tO', 'it\tO', '!\tO']"
55,341657848503226369,500442723,lamictal-51ad017f5378f924d02eee1c,@ybnormal622 I am on only 25mg lamictal but it makes me anxious and insomniac so I skip sometimes and get depressed.,http://twitter.com/500442723/status/341657848503226369,1,"['@\tO', 'ybnormal622\tO', 'I\tO', 'am\tO', 'on\tO', 'only\tO', '25mg\tO', 'lamictal\tO', 'but\tO', 'it\tO', 'makes\tO', 'me\tO', 'anxious\tB', 'and\tO', 'insomniac\tB', 'so\tO', 'I\tO', 'skip\tO', 'sometimes\tO', 'and\tO', 'get\tO', 'depressed\tB', '.\tO']"
38,351523524277579776,28052615,humira-51d0e56a53785f584a9ae8ef,@HospitalPatient  have been on Humira 2years now n get on off chest infections that sometimes need 2diff pills 2sort out should I b worried?,http://twitter.com/28052615/status/351523524277579776,1,"['@\tO', 'HospitalPatient\tO', 'have\tO', 'been\tO', 'on\tO', 'Humira\tO', '2years\tO', 'now\tO', 'n\tO', 'get\tO', 'on\tO', 'off\tO', 'chest\tB', 'infections\tI', 'that\tO', 'sometimes\tO', 'need\tO', '2diff\tO', 'pills\tO', '2sort\tO', 'out\tO', 'should\tO', 'I\tO', 'b\tO', 'worried\tO', '?\tO']"
182,342113962495721472,69778842,vyvanse-51aeaa3a5378f924d02efd3e,This vyvanse is keeping me up tho but I want to sleep,http://twitter.com/69778842/status/342113962495721472,1,"['This\tO', 'vyvanse\tO', 'is\tO', 'keeping\tB', 'me\tI', 'up\tI', 'tho\tO', 'but\tO', 'I\tO', 'want\tO', 'to\tO', 'sleep\tO']"
641,348583940476502016,305467883,metoprolol-51c633b953785f584a9aa146,"euthyrox100 before breakfast, metoprolol tartrate after breakfast - lifetime partner!!!",http://twitter.com/305467883/status/348583940476502016,0,"['euthyrox100\tO', 'before\tO', 'breakfast\tO', ',\tO', 'metoprolol\tO', 'tartrate\tO', 'after\tO', 'breakfast\tO', '-\tO', 'lifetime\tO', 'partner\tO', '!\tO', '!\tO', '!\tO']"
1254,351400933302878208,174018502,humira-51d0733e53785f584a9ae537,Ah the sting of the #Humira injection. How I've not missed thee. #Ankylosing #Spondylitisq #Ouch,http://twitter.com/174018502/status/351400933302878208,1,"['Ah\tO', 'the\tO', 'sting\tB', 'of\tO', 'the\tO', '#\tO', 'Humira\tO', 'injection\tO', '.\tO', 'How\tO', ""I've\tO"", 'not\tO', 'missed\tO', 'thee\tO', '.\tO', '#\tO', 'Ankylosing\tO', '#\tO', 'Spondylitisq\tO', '#\tO', 'Ouch\tO']"
1296,331479118598246403,273421529,quetiapine-5187f99bac6a942006b3ce1b,@BipolarBlogger I'm on Citalapram and 600mg Quetiapine - I'm not sleeping!,http://twitter.com/273421529/status/331479118598246403,1,"['@\tO', 'BipolarBlogger\tO', ""I'm\tO"", 'on\tO', 'Citalapram\tO', 'and\tO', '600mg\tO', 'Quetiapine\tO', '-\tO', ""I'm\tO"", 'not\tB', 'sleeping\tI', '!\tO']"
593,351577595332136961,442840276,seroquel-51d1182453785f584a9aead8,Seroquel takes a long time to hit me ]:::,http://twitter.com/442840276/status/351577595332136961,0,"['Seroquel\tO', 'takes\tO', 'a\tO', 'long\tO', 'time\tO', 'to\tO', 'hit\tO', 'me\tO', ']\tO', ':\tO', ':\tO', ':\tO']"
938,351569551328149504,935851962,rivaroxaban-51d1104753785f584a9aea9b,PBS listing 'imminent' for novel oral anticoagulants dabigatran (Pradaxa) and rivaroxaban (Xarelto)  http://bit.ly/1b11SOB  #dabigatran,http://twitter.com/935851962/status/351569551328149504,0,"['PBS\tO', 'listing\tO', ""'imminent'\tO"", 'for\tO', 'novel\tO', 'oral\tO', 'anticoagulants\tO', 'dabigatran\tO', '(\tO', 'Pradaxa\tO', ')\tO', 'and\tO', 'rivaroxaban\tO', '(\tO', 'Xarelto\tO', ')\tO', 'http\tO', ':\tO', '/\tO', '/\tO', 'bit\tO', '.\tO', 'ly\tO', '/\tO', '1b11SOB\xa0\tO', '#\tO', 'dabigatran\tO']"
441,340773072036560897,223261612,olanzapine-51a9c94653787e40790df9bd,"going off of olanzapine is no picnic.  you have to be prepared to ask the aid of the gods, Jesus, Krishna.",http://twitter.com/223261612/status/340773072036560897,1,"['going\tB', 'off\tI', 'of\tI', 'olanzapine\tI', 'is\tI', 'no\tI', 'picnic\tI', '.\tO', 'you\tO', 'have\tO', 'to\tO', 'be\tO', 'prepared\tO', 'to\tO', 'ask\tO', 'the\tO', 'aid\tO', 'of\tI', 'the\tO', 'gods\tO', ',\tO', 'Jesus\tO', ',\tO', 'Krishna\tO', '.\tO']"
784,340555773077753859,406583556,prozac-51a8fee853787e40790df3fa,“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” @katelynolsen_xX,http://twitter.com/406583556/status/340555773077753859,0,"['“\tO', '@\tO', 'UberFacts\tO', ':\tO', 'Bananas\tO', 'contain\tO', 'a\tO', 'natural\tO', 'chemical\tO', 'that\tO', 'can\tO', 'make\tO', 'a\tO', 'person\tO', 'happy\tO', '-\tO', 'The\tO', 'same\tO', 'chemical\tO', 'found\tO', 'in\tO', 'Prozac\tO', '.\tO', '”\tO', '@\tO', 'katelynolsen\tO', '_\tO', 'xX\tO']"
1093,332982908920938498,18184217,paxil-518d721fac6ab35b4d481cd1,Kanye needs the strongest dose of Paxil or Celexa that can be prescribed,http://twitter.com/18184217/status/332982908920938498,0,"['Kanye\tO', 'needs\tO', 'the\tO', 'strongest\tO', 'dose\tO', 'of\tO', 'Paxil\tO', 'or\tO', 'Celexa\tO', 'that\tO', 'can\tO', 'be\tO', 'prescribed\tO']"
655,352689989311664128,43617900,dabigatran-51d523c453785f584a9b07ef,"#Press: organising your #ISTH2013 diary? Oral presentation on measurement of #dabigatran plasma concentration ePoster 4.53-2, 13:30...",http://twitter.com/43617900/status/352689989311664128,0,"['#\tO', 'Press\tO', ':\tO', 'organising\tO', 'your\tO', '#\tO', 'ISTH2013\tO', 'diary\tO', '?\tO', 'Oral\tO', 'presentation\tO', 'on\tO', 'measurement\tO', 'of\tO', '#\tO', 'dabigatran\tO', 'plasma\tO', 'concentration\tO', 'ePoster\tO', '4\tO', '.\tO', '53\tO', '-\tO', '2\tO', ',\tO', '13\tO', ':\tO', '30\tO', '.\tO', '.\tO', '.\tO']"
108,342128993094496257,1058232457,seroquel-51aeb8165378f924d02efe08,That seroquel had me sleepy as fuck alllll damn day,http://twitter.com/1058232457/status/342128993094496257,1,"['That\tO', 'seroquel\tO', 'had\tO', 'me\tO', 'sleepy\tB', 'as\tO', 'fuck\tO', 'alllll\tO', 'damn\tO', 'day\tO']"
720,327284298560442368,285810238,venlafaxine-5178b6e0ac6af778c20377a6,"Sliding down the surface of things. Keep the Venlafaxine, I'm done.",http://twitter.com/285810238/status/327284298560442368,0,"['Sliding\tO', 'down\tO', 'the\tO', 'surface\tO', 'of\tO', 'things\tO', '.\tO', 'Keep\tO', 'the\tO', 'Venlafaxine\tO', ',\tO', ""I'm\tO"", 'done\tO', '.\tO']"
564,346433517527379968,318325027,ofloxacin-51be60fa5378b9555a2f3b6a,"Dear ciprofloxacin, i count on you :(",http://twitter.com/318325027/status/346433517527379968,0,"['Dear\tO', 'ciprofloxacin\tO', ',\tO', 'i\tO', 'count\tO', 'on\tO', 'you\tO', ':\tO', '(\tO']"
1201,344942908404813824,96742552,venlafaxine-51b8f4bd5378b9555a2f221c,"@goodbyesoberday they must lace bacon with venlafaxine, withdrawal from thus is supposedly as bad as illicit 'hard' drugs. good cheese too!",http://twitter.com/96742552/status/344942908404813824,0,"['@\tO', 'goodbyesoberday\tO', 'they\tO', 'must\tO', 'lace\tO', 'bacon\tO', 'with\tO', 'venlafaxine\tO', ',\tO', 'withdrawal\tO', 'from\tO', 'thus\tO', 'is\tO', 'supposedly\tO', 'as\tO', 'bad\tO', 'as\tO', 'illicit\tO', ""'hard'\tO"", 'drugs\tO', '.\tO', 'good\tO', 'cheese\tO', 'too\tO', '!\tO']"
