tired	B
and	O
anxious	B
.	O
Is	O
this	O
normal	O
?	O

Why	O
must	O
I	O
be	O
so	O
tired	B
.	O
This	O
spell	O
better	O
just	O
be	O
new	O
med	O
beginnings	O
&	O
go	O
away	O
!	O
#	O
tysabri	O

@	O
SamAmbreen	O
doesn't	O
work	O
.	O
Citilopram	O
then	O
fluoxetine	O
before	O
,	O
bothe	O
did	O
nothing	O
for	O
my	O
mood	B
but	O
made	O
me	O
vomit	B
so	O
much	O
I	O
lost	B
4	I
stone	I
in	O
6mo	O
.	O

Anyone	O
who	O
will	O
listen	O
:	O
never	O
ever	O
take	O
Effexor	O
/	O
Venlafaxine	O
.	O
Paraesthesia	B
abound	O
.	O

I	O
don't	O
know	O
if	O
vyvanse	O
was	O
a	O
good	O
idea	O
#	O
nosleep	B

RP	O
McMurphy	O
was	O
right	O
about	O
the	O
trazodone	O
being	O
my	O
new	O
favorite	O
bed	O
-	O
buddy	O
.	O
RIP	O
,	O
melatonin	B
dreams	B
.	O
You	O
were	O
getting	O
too	O
weird	O
-	O
even	O
for	O
me	O
.	O

@	O
whiskey	O
_	O
girl33	O
oh	O
yuck	O
.	O
We	O
all	O
have	O
our	O
least	O
favorite	O
body	O
fluid	O
.	O
Mine	O
is	O
aerosolized	O
blood	O
.	O
Nosebleed	B
on	O
Xarelto	O
-	O
eeeew	O

@	O
cheer	O
_	O
bear13	O
quetiapine	O
knocked	B
me	I
sidewards	I
for	O
a	O
week	O
then	O
I	O
suddenly	O
woke	O
up	O
activated	O
.	O
Then	O
relapsed	O
,	O
upped	O
dose	O
,	O
activated	O
&	O
so	O
on	O

@	O
_	O
chanabeth	O
_	O
@	O
laceyKayBee	O
I	O
didn't	O
stay	O
long	O
.	O
And	O
I	O
took	O
a	O
vyvanse	O
so	O
I	O
can't	B
go	I
back	I
to	I
sleep	I
.	O
Lol	O

Do	O
you	O
know	O
how	O
badly	O
I	O
want	O
a	O
cigarette	O
right	O
now	O
?	O
But	O
no	O
.	O
I	O
manfully	O
suffer	O
through	O
nicotine	O
withdrawal—all	O
for	O
you	O
#	O
sacrifice	O

one	O
of	O
the	O
things	O
i	O
hate	O
most	O
about	O
quetiapine	O
is	O
when	O
i	O
take	O
it	O
for	O
the	O
first	O
few	O
hours	O
i	O
slur	B
my	O
words	O
,	O
so	O
people	O
assume	O
i'm	O
merely	O
drunk	O
.	O

@	O
Butterflywgs	O
.	O
.	O
.	O
my	O
old	O
ones	O
!	O
Plus	O
caffeine	O
in	O
the	O
morning	O
counteracts	O
these	O
quite	O
nicely	O
whereas	O
quetiapine	O
hangovers	B
were	O
unshiftable	O

do	O
i	O
come	O
off	O
my	O
medication	O
or	O
do	O
i	O
just	O
continue	O
to	O
be	O
a	O
prozac	O
zombie	B

@	O
hello	O
_	O
nacho	O
@	O
tobiasampersand	O
Lexapro	B
gave	O
me	O
the	O
worst	O
mixed	B
episodes	I
.	O
I	O
have	O
some	O
instability	B
with	O
Pristiq	O
but	O
I	O
can	O
manage	O
it	O
ok	O
.	O

@	O
calyxxx	O
same	O
with	O
venlafaxine	O
,	O
1	O
user	O
I	O
spoke	O
to	O
yrs	O
ago	O
stopped	O
taking	O
that	O
when	O
she	O
started	O
having	O
acid	B
like	I
trips	I
losing	O
hours	O
at	O
a	O
time	O

@	O
sleazeballz	O
@	O
Kanako	O
_	O
UkFur	O
was	O
on	O
Lamotrigine	O
for	O
about	O
5	O
months	O
,	O
got	O
taken	O
off	O
them	O
due	O
to	O
a	O
rash	B
on	O
my	O
elbow	O
:	O
/	O
now	O
i	O
feel	O
more	O
meh	O

@	O
HarryDFish	O
@	O
deltrimental	O
Joe	O
is	O
on	O
Pristiq	O
and	O
he	O
gets	O
weird	O
brain	B
zap	I
/	O
twitch	B
things	O
too	O
.	O

@	O
CandidlyKelly	O
some	O
day	O
I	O
should	O
try	O
fluoxetine	O
again	O
.	O
it	O
made	O
me	O
all	O
suicidal	B
the	O
first	O
time	O
,	O
but	O
I	O
was	O
18	O

That	O
seroquel	O
had	O
me	O
sleepy	B
as	O
fuck	O
alllll	O
damn	O
day	O

@	O
Jonny	O
_	O
Wags	O
@	O
Hey	O
_	O
Jeffrey	O
Realtalk	O
:	O
until	O
I	O
started	O
taking	O
Wellbutrin	O
,	O
Effexor	O
robbed	O
me	O
of	O
the	O
ability	B
to	I
cum	I

Got	O
offered	O
a	O
seat	O
on	O
the	O
tube	O
this	O
morning	O
.	O
Quetiapine	O
,	O
like	O
pregnancy	O
,	O
but	O
hungrier	B
.	O
#	O
bipolarlifestylechoice	O

@	O
hwise29	O
Yikes	O
!	O
I	O
can	O
usually	O
fight	O
Adderall	O
/	O
Vyvanse	O
dehydration	B
with	O
water	O
,	O
but	O
it's	O
trickier	O
when	O
you're	O
drinking	O
your	O
stimulants	O
.	O

Venlafaxine	O
hangover	B
finally	O
starting	O
to	O
shift	O
after	O
2	O
huge	O
mugs	O
of	O
hot	O
water	O
with	O
giant	O
pieces	O
of	O
lemon	O
.	O
.	O
.	O

@	O
BipolarBlogger	O
yeah	O
,	O
generic	O
Venlafaxine	O
has	O
about	O
four	O
different	O
slow	O
release	O
formulations	O
,	O
I	O
got	O
withdrawals	B
from	O
some	O
.	O

Anyway	O
,	O
I	O
was	I
just	O
feeling	O
itchy	B
and	O
my	O
neck	B
was	I
red	I
so	O
they	O
gave	O
me	O
benedryl	O
with	O
my	O
#	O
tysabri	O
.	O
Might	O
be	O
a	O
coincidence	O
but	O
just	O
in	O
case	O

@	O
zmiller1902	O
Sometimes	O
my	O
Humira	O
pens	O
make	O
me	O
feel	O
like	O
I'm	O
90	O
years	O
old	O
due	O
to	O
the	O
joint	B
pain	I
everywhere	O
.	O

That	O
Seroquel	O
has	O
been	O
given	O
me	O
some	O
seriously	O
fucked	B
up	I
dreams	I
.	O

@	O
DrDrewHLN	O
@	O
drdrew	O
#	O
Zimmerman	O
was	O
removed	O
from	O
Vyvanse	O
for	O
mood	B
swings	I
before	O
he	O
was	O
put	O
on	O
Adderall	O
See	O
Med	O
report	O
:	O
pic	O
.	O
twitter	O
.	O
com	O
/	O
g5dXRJKPr5	O

Well	O
,	O
yesterday	O
was	O
rubbish	O
(	O
post	O
humira	O
)	O
all	O
day	O
in	O
bed	O
,	O
loads	O
of	O
pain	B
etc	O
.	O
Just	O
got	O
up	O
and	O
I	O
think	O
I'm	O
alright	O
?	O
Give	O
it	O
an	O
hour	O
and	O
reassess	O
lol	O

@	O
LilythePurr	O
I've	O
had	O
too	O
much	O
quetiapine	O
today	O
-	O
I'm	O
zombified	B
.	O

@	O
jelizap	O
Tried	O
lithium	O
&	O
depakote	O
been	O
reading	O
up	O
on	O
Lamotrigine	O
it	O
was	O
suggested	O
but	O
had	O
such	O
nightmare	B
with	O
Quetiapine	O
was	O
scared	O
to	O
try	O

The	O
cymbalta	O
certainly	O
is	O
addictive	B
&	O
its	O
FDA	O
approved	O
.	O
.	O
.	O

@	O
Glinda	O
_	O
R	O
@	O
SpooniesCouch	O
Cymbalta	O
withdrawal	B
is	O
getting	O
top	O
billing	O
at	O
the	O
moment	O
,	O
however	O
.	O
Ugh	O
!	O
xx	O

Fucking	O
Effexor	O
withdrawals	B
.	O
I	O
would	O
shake	O
my	O
fist	O
but	O
I	O
don't	B
have	I
the	I
energy	I
.	O

Vyvanse	O
,	O
commonly	O
known	O
as	O
OCD	B
in	O
a	O
pill	O
.	O

@	O
crohns	O
_	O
twins	O
that	O
sucks	O
.	O
Humira	O
made	O
me	O
so	O
sick	B
.	O
Remicade	B
helped	O
a	O
but	O
,	O
but	O
then	O
seizures	B
put	O
that	O
out	O
.	O
Now	O
waiting	O
,	O
just	O
prednisone	O
now	O
.	O

02	O
.	O
20	O
Day	O
19	O
Rivaroxaban	O
Diary	O
woken	O
up	O
with	O
pains	B
in	I
head	I
,	O
neck	B
,	O
back	B
,	O
hip	B
and	O
legs	B
.	O
Seeing	O
Doc	O
in	I
7	O
hours	O
.	O
No	O
way	O
am	O
I	O
continuin	O
with	O
Rvxn	O

I	O
have	O
got	O
to	O
stop	O
taking	O
my	O
Vyvanse	O
so	O
late	O
!	O
!	O
#	O
nosleep	B
#	O
addproblems	O

Magically	O
my	O
appetite	B
has	O
gone	O
back	O
to	O
normal	O
since	O
going	O
off	O
seroquel	O
!	O
Well	O
,	O
well	O
,	O
well	O
-	O
I	O
was	O
right	O
,	O
the	O
doctor	O
was	O
wrong	O
.	O

I	O
might	O
have	O
gained	B
30	I
lbs	I
in	O
6	O
weeks	O
on	O
Zyprexa	O
.	O
.	O
.	O
Haven't	O
lost	O
that	O
weight	O
yet	O
,	O
and	O
it's	O
been	O
12	O
years	O
now	O
.	O
Call	O
doc	O
if	O
it	O
happens	O
to	O
you	O
.	O

Effexor	O
XR	O
side	O
effects	O
:	O
"	O"
-	O
sucidal	B
"thoughts	O"
-	O
"insomnia	O"
-	O
feeling	B
high	I
&	O
unresponsible	B
.	O
-	O
Dry	B
mouth	I
.	O

Ok	O
I've	O
got	O
a	O
med	O
?	O
Anyone	O
ever	O
tried	O
cymbalta	O
?	O
?	O
My	O
doc	O
put	O
me	O
on	O
it	O
but	O
I	O
slept	B
10	I
hrs	I
straight	O
!	O
!	O

Had	O
a	O
dream	B
my	O
eyes	O
got	O
burned	O
out	O
of	O
my	O
head	O
.	O
Thank	O
you	O
trazodone	O

Damn	O
i	O
need	B
to	I
sleep	I
,	O
fucken	O
vyvanse	O

Starting	O
Humira	O
tomorrow	O
.	O
:	O
)	O
I	O
wonder	O
if	O
it	O
will	O
make	O
me	O
tired	B
for	O
a	O
day	O
or	O
so	O
like	O
Remicade	B
did	O
.	O
If	O
it	O
works	O
,	O
it's	O
worth	O
it	O
.	O

I	O
have	O
put	B
on	I
weight	I
(	O
thanks	O
MS	B
and	O
#	O
Tysabri	O
)	O
.	O
Always	O
look	O
on	I
the	O
bright	O
side	O
:	O
time	O
for	O
a	O
@	O
thinkgeek	O
t	O
-	O
shirt	O
spree	O
!	O
#	O
winning	O

This	O
cipro	O
is	O
totally	O
killing	B
my	I
tummy	I
.	O
.	O
hiks	O
.	O
.	O

@	O
DeanMikel	O
I'm	O
not	O
lazy	O
!	O
!	O
My	O
seroquel	O
knocked	B
me	I
out	I
!	O
!	O

@	O
Milynda	O
lamictal	O
makes	O
you	O
sleepy	B
at	O
night	O
,	O
but	O
I	O
take	O
it	O
around	O
10	O
or	O
so	O
.	O
Once	O
you	O
get	O
in	O
the	O
system	O
,	O
you	O
start	O
falling	O
asleep	O
normally	O
.	O

@	O
ayegraybay	O
I	O
knowwishful	O
thinking	O
.	O
My	O
Humira	O
shot	O
doesn't	B
even	I
work	I
for	I
me	I
anymore	I
and	O
when	O
it	O
does	O
I	O
get	O
so	O
sick	B
.	O

Results	O
of	O
accidentally	O
taking	O
100	O
mg	O
of	O
vyvanse	O
last	O
night	O
:	O
I	O
took	O
it	O
at	O
11	O
:	O
00am	O
and	O
was	O
wide	B
awake	I
until	O
3	O
:	O
30	O
this	O
morning	O
.	O
.	O

I'm	O
feeling	O
extra	O
OCD	B
right	O
now	O
.	O
Like	O
chill	O
out	O
Melissa	O
.	O
My	O
vyvanse	O
has	O
me	O
wired	B
or	O
something	O
.	O
.	O
.	O
.	O

Act	O
now	O
and	O
get	O
our	O
deluxe	O
CYDE	O
-	O
FX	O
set	O
ABSOLUTELY	O
FREE	O
!	O
Experience	O
lucid	B
dreaming	I
and	O
sleep	B
paralysis	I
like	O
never	O
before	O
!	O
#	O
Quetiapine	O

@	O
Chavielle	O
i	O
has	O
beta	O
blockers	O
now	O
,	O
apparently	O
the	O
fluoxetine	O
can	O
cause	O
panic	B
attacks	I
^	O
_	O
^	O

@	O
Glass1ncision	O
It's	O
called	O
Seroquel	O
Prolong	O
(	O
Quetiapine	O
)	O
.	O
Apart	O
from	O
the	O
weight	B
gain	I
,	O
I	O
am	O
actually	O
quite	O
happy	O
with	O
it	O
.	O

Tysabri	O
bruises	B
are	O
the	O
bestpic	O
.	O
twitter	O
.	O
com	O
/	O
L1gpZeFu5f	O

@	O
iamthattgirl	O
Ugh	O
,	O
sorry	O
.	O
This	O
effexor	O
is	O
not	B
making	I
me	I
feel	I
so	I
awesome	I
.	O
Posting	O
Puck's	O
stuff	O
tonight	O
though	O
.	O

@	O
skernandez	O
because	O
I	O
realized	O
Vyvanse	O
after	O
a	O
certain	O
time	O
of	O
taking	O
it	O
increased	O
my	O
anxiety	B
and	O
made	O
me	O
more	O
irrational	B
.	O

This	O
vyvanse	O
is	O
keeping	B
me	I
up	I
tho	O
but	O
I	O
want	O
to	O
sleep	O

Ready	B
for	I
bed	I
but	I
vyvanse	I
is	I
saying	I
no	I
#	O
forciblynocturnal	B

I	O
reckon	O
I	O
have	O
drug	O
-	O
induced	O
oedema	B
causing	O
musculo	B
-	O
skeletal	I
pain	I
.	O
Likely	O
drug	O
combination	O
:	O
Rivaroxaban	O
,	O
Losartan	O
,	O
and	O
Simvastatin	O
.	O

I	O
hate	O
forgetting	O
to	O
take	O
my	O
cymbalta	O
.	O
It	O
makes	O
you	O
feel	B
sooooooo	I
weird	I
.	O

I	O
think	O
my	O
tablets	O
have	O
made	O
me	O
gain	B
weight	I
.	O
Anyone	O
on	O
fluoxetine	O
/	O
prozac	O
?	O
#	O
replytweet	O

@	O
Shellyfanelly	O
I	O
was	O
on	O
#	O
azathioprine	O
for	O
about	I
8	O
years	O
,	O
it	O
worked	O
well	O
,	O
now	O
on	O
#	O
Humira	O
instead	O
though	O
which	O
is	O
knocking	B
me	I
about	I

@	O
elladeruiter	O
oh	O
I	O
hate	O
that	O
!	O
I	O
used	O
to	O
be	O
on	O
citalopram	B
,	O
it	O
stopped	B
working	I
eventually	O
.	O
sometimes	O
I	O
have	O
to	O
up	O
my	O
effexor	O
dose	O
temporarily	O
.	O

@	O
remiamaka	O
It	O
wasn't	O
an	O
easy	O
victory	O
though	O
.	O
Felt	B
like	I
chemo	I
with	O
the	O
Cipro	O
.	O
As	O
for	O
the	O
heart	O
,	O
i	O
meant	O
for	O
study	O
purposes	O
.	O

Do	O
the	O
people	O
that	O
make	O
the	O
Blu	O
e	O
-	O
cig	O
not	O
fucking	O
understand	O
what	O
addiction	B
to	O
nicotine	O
is	O
?	O
!	O
WHERE	O
IS	O
IT	O
ALREADY	O

No	B
taste	I
for	O
you	O
-	O
vyvanse	O

My	O
vyvanse	O
is	O
seriously	O
about	O
to	O
drive	B
me	I
crazy	I

@	O
MerePrototype	O
Probably	O
the	O
combination	O
with	O
my	O
fluoxetine	O
.	O
But	O
I	O
can't	O
move	O
that	O
to	O
night	O
time	O
,	O
it	O
makes	O
me	O
have	O
bad	B
dreams	I
.	O

21	O
.	O
36	O
day	O
9	O
Rivaroxaban	O
diary	O
.	O
Particularly	O
bad	O
lower	O
back	B
ache	I
had	O
not	O
eased	O
by	O
14	O
.	O
00	O
so	O
went	O
to	O
bed	O
.	O
Much	O
better	O
when	O
I	O
woke	O
at	O
19	O
.	O
00	O
.	O

@	O
drdrew	O
I	O
recently	O
stopped	O
taking	O
effexor	O
225	O
what	O
can	O
i	O
do	O
to	O
ease	O
my	O
withdrawls	B
?	O
I	O
feel	O
miserable	B
right	O
now	O
and	O
very	O
angry	B
.	O
Please	O
any	O
ideas	O

Going	O
off	O
Paxil	O
CR	O
cold	O
turkey	O
is	O
something	O
you	O
should	O
never	O
ever	O
do	O
if	O
you	O
value	B
your	I
brain	I
cells	I
.	O

@	O
nikkimarieeeee	O
lucky	O
bitch	O
i	O
took	O
vyvanse	O
today	O
as	O
it	O
makes	O
me	O
not	B
eat	I
i	O
just	O
wanna	O
be	O
able	O
to	O
wanna	O
eat	I
ugh	O

I	O
guess	O
this	O
is	O
what	O
I	O
get	O
for	O
doubling	O
my	O
vyvanse	O
#	O
nosleep	B

@	O
Glinda	O
_	O
R	O
@	O
SpooniesCouch	O
Cymbalta	O
withdrawal	B
is	O
getting	O
top	O
billing	O
at	O
the	O
moment	O
,	O
however	O
.	O
Ugh	O
!	O
xx	O

@	O
JessBarrett227	O
Taking	O
someone	O
off	O
150mg	O
off	O
Seroquel	O
,	O
mixing	O
it	O
with	O
Olanzapine	O
in	O
2	O
wks	O
causes	O
psychosis	B
-	O
a	O
proper	O
assess	O
was	O
not	O
done	O
.	O

@	O
HendryHannah	O
I	O
tried	O
fluoxetine	O
.	O
It	O
knocked	B
me	I
out	I
.	O

This	O
quetiapine	O
isn't	O
working	O
damnit	O
!	O
!	O
!	O
!	O
Does	O
make	O
me	O
hungry	B
at	O
night	O
though	O
.	O
.	O
.	O
*	O
sigh	O
*	O

Zoloft	O
was	O
just	O
as	O
bad	O
as	O
Effexor	O
.	O
It	O
made	O
me	O
more	O
depressed	B
and	O
more	O
suicidal	B
.	O
I	O
don't	O
want	O
it	O
.	O

@	O
RogerBezanis	O
:	O
Any	O
ideas	O
on	O
treating	O
depression	B
naturally	O
Paxil	O
is	O
making	O
me	O
gain	B
unwanted	I
pounds	I
and	O
water	B
weight	I
.	O
.	O
.	O
Thanks	O

@	O
lynnbett	O
Off	O
Venlafaxine	O
which	O
was	O
pure	O
hell	O
for	O
me	O
,	O
I	O
can't	O
switch	O
these	O
meds	O
anymore	O
,	O
tired	O
of	O
feeling	B
like	I
shit	I
all	O
day	O
.	O

@	O
inarticulate	O
I	O
haven't	O
had	O
an	O
orgasm	B
in	O
a	O
long	O
time	O
.	O
.	O
Wtf	O
.	O
.	O
#	O
paxil	O

No	O
pain	B
is	O
worse	O
than	O
Humira	O
.	O
Not	O
even	O
arthritis	B
.	O
Lmfao	O
.	O

Anyone	O
else	O
have	O
worsening	O
#	O
acne	B
problems	O
since	O
starting	O
#	O
Enbrel	O
for	O
autoimmune	B
disease	I
?	O

@	O
juntei	O
My	O
old	O
ones	O
took	O
2	O
days	O
for	O
withdrawals	B
but	O
Effexor	O
which	O
I'm	O
on	O
now	O
I	O
will	O
get	O
them	O
the	O
next	O
day	O
:	O
/	O
I	O
wish	O
I	O
could	O
email	O
you	O
valium	O

I	O
have	O
been	O
on	O
Seroquel	O
(	O
Quetiapine	O
)	O
for	O
so	O
long	O
I	O
don't	O
even	O
know	O
what	O
the	O
side	O
-	O
effects	O
are	O
!	O
Although	O
,	O
I	O
think	O
overheating	B
is	O
definitely	O
1	O
.	O

@	O
CIPROisPOISON	O
You	O
r	O
Right	O
Cipro	O
nearly	B
killed	I
me	I

@	O
LISABROWNPHOTOS	O
Consider	O
yourself	O
lucky	O
if	O
all	O
it	O
does	O
is	O
make	O
you	O
dizzy	B
and	O
sick	B
!	O
Cipro	O
crippled	B
me	O
and	O
countless	O
others	O
.	O

My	O
mind	B
races	I
when	O
I'm	O
on	O
a	O
vyvanse	O

This	O
Vyvanse	O
got	O
me	O
sweating	B
right	O
now	O
and	O
I	O
dont	O
even	O
know	O
why	O

addicted	B
to	O
nicotine	O
badly	O
.	O

I'd	O
rather	O
be	O
on	O
the	O
Effexor	O
that	O
made	O
me	O
happy	O
though	O
I	O
had	O
severe	O
back	B
pain	I
from	O
it	O
.	O
.	O
Than	O
sad	B
and	O
crying	B
for	O
no	O
reason	O
on	O
lexapro	B
.	O
.	O
.	O
.	O

18	O
.	O
08	O
day	O
11	O
Rivaroxaban	O
diary	O
Intense	O
back	B
pain	I
at	O
a	O
funeral	O
from	O
10	O
.	O
30am	O
.	O
paracetamol	O
eventually	O
took	O
it	O
off	O
.	O
Very	O
weak	B
and	O
aching	B
knees	I

@	O
Iamjoy1	O
yeah	O
I	O
know	O
,	O
I	O
dont	O
take	O
my	O
trazadone	O
at	O
night	O
cause	O
it	O
makes	O
me	O
feel	O
groggy	B
in	O
the	O
morning	O
and	O
I	O
wont	B
wake	I
to	O
my	O
alarm	O
)	O
:	O

I	O
need	O
to	O
stop	O
the	O
vyvanse	O
that	O
shit	O
can	O
fuck	B
with	I
your	I
head	I

@	O
aravain	O
I've	O
heard	O
of	O
all	O
kinds	O
of	O
skin	B
issues	I
on	O
Lamictal	O
!	O
pretty	O
sure	O
mine	O
is	O
psychosomatic	O
though	O
.	O
.	O
.	O

Not	O
to	O
mention	O
the	I
thousands	O
of	O
people	O
online	O
who	O
say	O
they’ve	O
stacked	B
on	I
the	I
weight	I
due	O
to	O
taking	O
seroquel	O
.	O

If	O
this	O
fuckin	O
EMT	O
looks	O
at	O
me	O
one	O
more	O
time	O
hes	O
gonna	O
feel	O
the	O
wrath	O
of	O
my	O
vyvanse	O
