@Millie_Dog *holds out lozenge* Ere you go @my_owner dis mite elp dat paw coff uf yors!	0
I need help Twitter. I was gradually coming off venlafaxine and now I'm completely off it I've been going though hell.	1
@CilemaSnob @SukanyaVerma levofloxacin once dailyyyyyyyyyy	0
I need a injection of Prozac ! ...now!!!!	0
Cipro is my friend this week, in bed with a kidney infection @IMvindaloo what was in that Pho?	0
@wenbellings prescription, I have zoplicone, nice and gentle but work. I have Zometa to keep the bones strong and control the tumours	0
@mrrajatkapoor take up running mate and the thought won't cross u again! It releases the same hormones as nicotine	0
Anyway, I was just feeling itchy and my neck was red so they gave me benedryl with my #tysabri. Might be a coincidence but just in case	1
My mum is offering me nicotine lozenges.. Bitch fuck off manz needs a fag	0
@ktpharmdtobe Lamictal is fine - it's the generic. I'll have to look into Ability.	0
@teacuptempest I'd forgotten about the quetiapine, I was going to ask if you were listening to @NightValeRadio before bed.	0
Medication side-affects have hit me hard today: I keep on randomly jolting or rocking, it is so bad I am finding it hard to type! #Seroquel	1
@FlorenceSheriffDept A man with a ponytail just offered my son a lozenge. WHAT SHOULD I DO?!?!	0
Found out that it could be two months before I sleep well again now that I'm off Seroquel. Srsly, fuck the psychiatrist that put me on it.	1
coffee & trazodone.	0
Mimi's sounds like she eats coal and sand paper. She needs a lozenge or some theraflu or codeine or something	0
#Novo & #Merck up later this aftrn. Let's see what they have to say for themselves #victoza #januvia	0
Comparison of 4 antipsychotics in patients over 40 with psychiatric disorders. quetiapine least safe http://1.usa.gov/14mFdY1  @MedClerkships	0
Sandoz Enbrel etanercept #biosimilar trial to exploit EU/US reg harmony. US 'submarine' #patent 8063182 expiring 2028 still to be dealt with	0
@vyvanseswag I was never addicted to coffee until #vyvanse Lolz	0
my humira just failed, buzzing to be ill all week again!!	0
@GrantMuseum @TehNakedMoleRat lozenge? Moles are not cough sweets, we are beautiful creatures of digging joy.	0
Quetiapine is known as “Quell” & “BabyHeroin.” When combined w/cocaine it is termed “Q-ball.” #camhRounds	0
Your humira shot burns with the power of a thousand suns #IBDFMLMoments #Crohns #IBD #UC	1
Yea. I forgot you aren't suppose to drink if you take vyvanse. Explains a little bit	0
#cymbalta withdrawal has reached a peak, lost vision and almost crashed my car from a brain zap. thanks a zillion #elililly #bigpharma	1
"@ESevier I screamed out loud at the doctor's & began singing ""A Sorta Fairytale"".  CC: @kawaii_xo  Now they are trying to give me Prozac."	0
I think I love vyvanse #newboyfriend	0
Guess what? Still feeling weird. Fuck you Quetiapine. Fuck you.	0
@disabledmedic Quetiapine perhaps gives most dramatic effect for single low dose. No, pts are not being lazy in bed 20 hours a day, asleep!	1
ROFLMAO love. “@LaurenAufiero: A new spot in my friend circle has opened up but only for the cartoon Cymbalta pill! Cc: @alisonzamora”	0
@david82wilkins @CFAware Neither of you appear to be aware that Cipro can cripple otherwise healthy people...doctor fail to mention that?	1
@PArthritis I don't know that one, but metho made me sick  everyday I took it. I had to stop. Enbrel has worked wonders for me .. so far	1
The repositioning layout is crazy mediating up defending facts lozenge chattels only denouncement unorganized d...	0
Will #Elan shareholders see this $1bn Theravance deal as the right way to spend remaining $2.1bn of Tysabri cash?	0
@Ana_3033 fluoxetine give me headaches and makes me yawn 24/7	1
"""@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac."" Bananas are cool!!"	0
Remind me to get my prescription earlier next time. Eight days without fluoxetine and my brain is a sack of NOPE.	0
@PrinceHerb I had paroxetine for a few weeks once... apparently I started behaving oddly so they took me off it and put me on  Sertraline	0
Despite their anticonvulsant properties, carbamazepine, lamotrigine, phenytoin, and topiramate have been reported to cause seizures in OD.	0
There are many things that go together, but summer colds and #humira aren't one  of them. #spoonieprobs	0
I need a throat lozenge	0
05.00 day 17 Rivaroxaban diary. Woken up by pain in neck, hips and legs.	1
FDA gives first approval for a  nonhormonal hot flash treatment -- paroxetine  (Brisdelle), an SSRI. Big news! http://bit.ly/19INYPr 	0
Damn seroquel kick in already. Daddy wants to go to dystopian dream land	0
Redbull and vyvanse is what will be getting me threw this week #examssuck	0
Ready for bed but vyvanse is saying no #forciblynocturnal	1
@Joanne__Howe enbrel is a miracle but it made my eyes worse :( so couldn't have it anymore :(	1
Depression hurts cymbalta can help	0
"although taking it now would run counter to my current ""food + seroquel = RLS"" philosophy"	0
RT @whiteyletters RT @iAm_Oblivion: Depression hurts, cymbalta can help.	0
Wide awake and this trazodone starting to feel like a sugar pill.. I'd actually prefer to be at work right bout now.	1
@calyxxx same with venlafaxine, 1 user I spoke to yrs ago stopped taking that when she started having acid like trips losing hours at a time	1
My rheumatic doc said I could take baclofen and norflex together (both are muscle relaxants). I took both, though an hour apart, earlier...	0
Tysabri for the win. The last time I felt this good and was this mobile required 4”s removed from my intestine. Still not 100% but good.	0
@Glinda_R @SpooniesCouch Cymbalta withdrawal is getting top billing at the moment, however. Ugh! xx	1
#Portola announces Factor Xa inhibitor #PRT4445 reverses anticoagulant activity of #Eliquis at #ISTH3013 http://investors.portola.com/phoenix.zhtml?c=198136&p=irol-newsArticle&ID=1834683&highlight= …	0
My emails to big pharm were answered! Turns out there IS a pill that makes you stop spending all of your income in food and it's #vyvanse	0
The only thing keeping me from driving drunk right now is this nicotine gum. You're welcome, tweekers.	0
seroquel is causing more gaps in memory, I don't remember going to therapy and as usual no one has stepped up to claim thos memories >>	1
addicted to nicotine badly.	1
@cloudtoad @MrsYisWhy @bigthink each brain is different.  The SSRI I'm on has worked really well.  Prozac made me a zombie. #Brains	1
@QuiteColdNight @BuzzFeedAndrew USPS employees who were given Cipro ended up crippled by it & filed a class action lawsuit against Bayer.	1
Has anyone ever had to take Avelox?  I need some tricks to curb the nausea and help me with the hypotension.  #avelox #antibiotic #evil	1
@johncheese that sounds like a sports coupe Effexor.	0
I could use some Cymbalta right now..	0
i have been on lorazepam / diazepam / quetiapine for the past few nights and i've noticed i am slightly drooling a bit. lovely.	1
Work: In keeping with the holiday spirit, I shall be coloring the Xanax, Haldol, Methadone, Paxil and Depakote in shades of red and green.	0
I reckon I have drug-induced oedema causing musculo-skeletal pain. Likely drug combination: Rivaroxaban, Losartan, and Simvastatin.	1
@ObsidianVormund @Glass1ncision sorry for jumping in. Trying to get up for work after night seroquel is a nightmare!	1
@nycsouthpaw Only thing Amanda Bynes needs to hire is some Zyprexa.	0
@amishrobot If this becomes a reality, I’m buying Boniva stock.	0
Speaking of stress I forgot my Prozac again today #dammit	0
If I still don’t respond to it, they’ll switch me to Humira - adalimumab.	0
@CaroleWhelan I find the baclofen worse, it has left me in a tired/sleepy fog all day  - the codeine I can (mostly) deal with.	1
@jessicama20045 You know that Cipro is also made by Bayer, right? And it ALSO causes a horrific syndrome that mimics an auto-immune disease.	1
Ooo first nicotine lozenge of the day...making my headache go away...kinda #quitsmoking	0
Thought I was closer to receiving #Humira  after five month runaround...then they told me the co-pay-hahahaha... Supplement plan missing?!?	0
New study suggests High-tech Enbrel no more effective than a cocktail of generic meds in rheumatoid arthritis http://m.europe.wsj.com/articles/a/SB10001424127887324634304578539820933391866?mg=reno64-wsj …	0
@inmyskinnydream I take quetiapine!!!!	0
Fun Facts: Do U know what Meds are R for bipolar depression? Currently #FDA approved #quetiapine AKA #Seroquel	0
I'm so irritable when my vyvanse wears off #fuckkk	1
A new spot in my friend circle has opened up but only for the cartoon Cymbalta pill! Cc: @alisonzamora	0
Dahill depression hurts cymbalta can help	0
So, I have to try and sleep. Trazodone here I come.                                                   _(._.)_	0
@K_Mooty I call this Vinnie Paxil syndrome.	0
Starting to think fluoxetine actually works. What is this sorcery?	0
@_Psych_Nurse_ zyprexa IM is a blessing in disguise!	0
The drugs don't work!!! From fit to hobbling in a few days. Off the pills but may need wks to recover & be prone to ruptures #ciprofloxacin	1
@virk_257_PTI f u.i wanted city to retain their title.you can now start your trazodone infusion to solve your #rvpvolley priapism.	0
Her surgery went well!! She even got the latest and newest baclofen pump with lower malfunction rates! @TheEllenShow @machinegunkelly	0
Screw you Paxil! You do wonders for anxiety but you make me a ultra lightweight	1
@charlienicola85 someones said can happen while fighting infection which is quite possible,nearly finished some cipro&bringing up foul gunk!	1
Lack Of Prozac by Spiritual Beggars from Mantra III #NowPlaying	0
@SickLittleDoll seriously i don't find fluoxetine works for me, so i'm getting something stronger soon:)	0
SAVOR Trial fails to meet primary endpoint to show superiority of #AstraZeneca, Bristol DPP-4 diabetes drug #Onglyza http://www.reuters.com/article/2013/06/19/us-astrazeneca-diabetes-idUSBRE95I06Y20130619 …	0
@crohns_twins that sucks. Humira made me so sick. Remicade helped a but, but then seizures put that out. Now waiting, just prednisone now.	1
:'D RT @Cleo04patra: I am the throat lozenge Gwede Mantashe refused.	0
Novartis tests copy of Amgen's Enbrel in late-stage trial: LONDON (Reuters) - Sandoz, the generics unit of Nov... http://bit.ly/1a6e5Te 	0
@Zombie_girl_2 I tried that going cold turkey on venlafaxine and depakote is not a good idea I dreamt colours and lost my fucking mind aghh!	1
Do U know what Medications are R for bipolar depression? Currently #FDA approved lamotrigine AKA #Lamictal	0
I suggest never stop taking Effexor abruptly because you will feel like you're on your death bed	1
08.55 day 21 Rivaroxaban diary strange muscle spasms especially in neck shoulders and legs. No more fluid retention. More mobile.	1
Quitting smoking: Licensed medications are effective: Nicotine replacement therapy and other licensed drugs can help people quit smok...	0
“@dipndots95: My vyvanse makes me nocturnal ”	1
@TheBloggess your lucky! I have to do infusions of remicade for my RA. I would happily do humera or enbrel if it didnt make me stop breathin	1
@pseudodeviant i clock in at 16 stone (added 1 stone since quetiapine) and according to that BMI thing I'm obese, which I'm clearly not.	1
@siphohotstix I hv a TV show idea which company do I register my rights with? Cipro etc @siphohotstix	0
@Shellyfanelly I was on #azathioprine for about 8 years, it worked well, now on #Humira instead though which is knocking me about	1
@trutherbot anything you can tell me about prozac?	0
Come on @SportsCenter Someone give PJ a throat lozenge or some tea.	0
Anyone have any metoprolol? Blood pressure rising. #votewtf	0
@raCanuck I had a weird rash w/ Enbrel. But it was all over my abdomen & chest. Rash in elbow cld b psoriasis? Can u take a pic?	1
Never take PAXIL #Js	0
Thanks for always being there for me when my life looked a cymbalta commercial...	0
You know your getting older when you think the ”girl” in the arthritis commercial is pretty cute.  Lol #humira	0
"""@YB_NL: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac."""	0
Someone get P.J. Carlesimo a throat lozenge @espn	0
@laddile Oh, I agree! My daughter is on Enbrel injections & is now in a clinical remission like Ayla. I hope your son responds beautifully.	0
Peppermint in lozenge form has IMHO helped me to lessen colds.	0
@Krasnostein Totally. Like Paintbrush for a girl, Potato for a boy, and Lozenge, unisex. #funwithnames	0
The liquid fluoxetine is so disgusting I really hate taking it at night	0
@docib @cliffreid @rfdsdoc @karelhabig we carry metoprolol in a medical drugs bag in an arrhythmia section.	0
@NicoleCaminiti or when your vyvanse wears off.	0
@TheStomaBagLady @IBDTweet been rough!! I am on Humira which has stopped flare ups, this is rare. Had op 13 last month! Nasty fistula	0
I quit Alcohol & nicotine right now!! 	0
They put me on Clonazepam and trazodone when I get pulled over they going to think I'm a drug dealer this can't be life smh ..	0
Up early for my infusion so I can enjoy the pool/sun the rest of the day. #faith #infusion #tysabri #MS #fighter	0
"""Smokin' loud sippin' lean..thee nigs square nicotine ..irene n a zip o lean. Loud made me cough I need medaScene"" @KingL"	0
Effexor side effects; headaches, no appetite.	1
@sarahchoueiry @crohns_twins i also have nuasea and low grade temp and on #humira should i go check it out??	1
Fun Facts: Do U know what Meds are R for bipolar depression? Currently #FDA approved lamotrigine AKA #Lamictal	0
@EricCrampton @edmuzik @LewStoddart let's chuck some fluoxetine in & cheer 'em up while we're at it	0
I think my iTunes may need a Paxil.	0
Thank God it is finally get cooler in London. I have been melting all day! I wonder if my medication reduces my tolerance to heat? #Seroquel	1
@hello_nacho @tobiasampersand Lexapro gave me the worst mixed episodes. I have some instability with Pristiq but I can manage it ok.	1
The day after Humira used to be a great one, full of energy, low pain. After a month, it is now a fatigue filled achy day. #rheum	1
In need of a dream interpreter.. #quetiapine is really having an affect on my night visions.. Some fucked up scenarios in my sleep LOL :-/	1
@snailhime @wrangelisland paroxetine 40mg/day, since i started ive been able to go outside without having a panic attack which is nice.	0
"Quote of the week ""I'm tired, I'm hungry, I NEED SOME NICOTINE!!!"" Hahaha made me laugh so much"	0
“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” @JamieWalsh93	0
Prescribed Wellbutrin and got an OKAY to get off Effexor as fast as possible. To be on the look out for symptoms of mania.. In case #bipolar	0
Some days I could really use some Cymbalta #oneofthosedays	0
"@PaxilParox ""Paxil"" is right up there with ""Joey"" and ""Daniel."""	0
Since quetiapine's messed with my prolactin levels, making my boobs humungous & my bras so expensive, I want a lingerie component to DLA.	1
@teepeewest Did you get floxed too?  I've been in bed since 2009 thanks to just 12 Cipro pills!  They never told me this can be permanent!!!	1
"""Did you hear that?"" ""No"" ""Ha! Maybe I should be the one on zyprexa. Well, see you next week. """	0
“@vyvanseswag: I run on Vyvanse and RedBull.” So done with that life. Vyvance cooked my brain like a stove top	1
vyvanse is awesome, now someone just needs to make the MDMA version of it. for science. also for partying	0
I'm saying that and my drugs of choice are nicotine and caffeine, which are both already legal. #bazinga	0
@Jonny_Wags @Hey_Jeffrey Realtalk: until I started taking Wellbutrin, Effexor robbed me of the ability to cum	1
There is not enough Prozac in the world for me to deal with a dude on a scooter going 25 in the middle of the road! #MOVEOVER	0
Enbrel, you are such a wonder drug!! 	0
@NICKIMINAJ smoked out...weed and nicotine.	0
@AnitaAlibi Paxil didn't end up helping. Tried Prozac and Wellbutrin and it helped my mood and anxiety but gave me vertigo. :(	1
"""@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac"" @Jadolski I'll eat loads!!"	0
Vyvanse do wonders. Goin be #oneofthosenights	0
DOC for Panic disorders: alprazolam (addictive) and paroxetine (sedating). #psychiatry	1
All I have to say is Cipro will mess you up kids. Don't get sick! #blagh #gross #weak	1
God humira shots blow so bad... #painful #crohnssucks	1
Did you know insanely intense dreams are a known side effect of venlafaxine? It's not an antidepressant, it's my Dream Fuel!	1
I forgot about nicotine too. Adding nicotine or caffeine to a range of products: lozenges, food, vapor is drawing the regulators' stink eye.	0
Been complaining about Quetiapine being too easy to get this week. I've run out and can't get a prescription til Monday. Irony. #longweekend	0
Took 2 Baclofen 10mg & 1 Ibuprofen 800mg & now i'm laying flat on my back. #ExtremePain #CantGetComfortable	1
Harde RT @BaoKent: :( “@Lemonka: Great cipro advertised my company for interested bidders.”	0
Hmm, interesting. I may have been undergoing Baclofen withdrawal hence the anxiety for the past few months… #hypochondria	1
@radioheadlyrics 'I won't be around...when you really need me.' Lozenge of Love - one of my favorite #Radiohead songs.	0
@Mannypresh602 word. I've been fuckin tweakin out on vyvanse and writing hella verses	1
Paxil withdrawal is nasty. Do not like.	1
I share with you how I inject my Humira using the syringe . Hope it helps elevate any fears you may have... http://youtu.be/emw6tWwSJfo?a 	0
@Lanternlizard @NightTraumaDoc @JerkPharmD black boxed warning. I believe this was a drug company bribe to open up the market for Geodon	0
@sickleSTRONG Word to the wise: Don't swallow Cipro AT ALL!!!  It is POISON and can cripple you for life!  Is your situation life or death?	1
@kylew1973 I just started on Latuda, too. How is it going for you?	0
@hannah91311 he's doing good he needs his Paxil cause he's grumpy but other than that he's good he just works himself to death lol	0
I am now on 2 types of steroids :( grrr... Preds for another 4wks and this new 1 for another 6wks.. humira take over in between!	0
@sunnygirl20  I am for now. On 3wks of Cipro and more post op and the surgery will help clear it up. Thanks and glad u are better now! Wohoo	0
That daily struggle when i have to decide between coffee or vyvanse 	0
@Kirkby007 I believe that one is Tysabri. I was told same about Humira and cimzia so not sure what will happen.	0
"@theotherrift can also get ""extrapyramidal symptoms"" ie tremor from olanzapine."	1
This quack nurse told me 2 take cipro forte 500mg wen I never eat, if I die y'all shud knw RUN clinic nurse naim kill me	0
Levaquin and Cipro destroyed me and J&J and  BAYER  refuse to help me  #bitstripspic.twitter.com/i92j6mOAvx	0
Just shot myself up with my Humira pen.  #CROHNS	0
@LynseyPattie @ukschizophrenic @Polarbear3127 @weswroten Its quetiapine for me. I was wearing factor 30 today & I still burnt :-(	1
@McMorag my dreams became vivider I think with Effexor #BPDChat	1
Is INVOKANA# a fraudulent company?	0
PLAN UR TRIP AROUND UR ONCE-MONTHLY BONIVA	0
I'm not prozac... im not a possession... Or a thing... that delivers happiness.. I'm a person... And you need to learn that..	0
Someone should create nicotine infused beer Popsicles packaged in lottery tickets. Most addicting thing ever.	0
Every since I stopped taking that Paxil I haven't been so damn emotional ..... I think!	0
"""Because I'm seventeen, compose my own beats Lyrically I'm dope enough to ass-fuck the dude who made nicotine"""	0
@_NMay Thanks for posting this! Have often wondered about new OACs like dabigatran and bleeding crises.	0
Levaquin sucks so much I'm coming off it. Next up: Cipro.   Can't we just take the damned kidney out??? #oknotreally	0
@OmicsOmicsBlog @matthewherper @richmeyer so the specificity is different. Tysabri could be used in gut since alpha4beta1 also imp there	0
@Geeky_Taurus I'm not bad, I'm getting by. :)  Just switched to Cimzia from Humira so hoping that works.	0
Anyone taking lamotrigine suffer with headaches weeks after starting the med?	1
@cardiobrief I'm surprised that apixaban sales have been so slow.	0
@dancingcathy @stop_emmatime @idinamenzel Can't wait!! Have you found a safe place for your Idina lozenge?	0
@katelynjoyy the aythromicyn didn't work so I'm back on cipro which is what caused my septic c diff in sept.	1
Fucking Effexor withdrawals. I would shake my fist but I don't have the energy.	1
@unguidedmissile I probably hv to stay on Humira until September, 6 months will b up then. Seeing doc 19th, will ask what he thinks.	0
CHMP recommends #Lemtrada for MS. High potency but risk of autoimmune reaction, so will be used after Tysabri. Forecast $700m in 7MM by 2021	0
I LOVE this Effexor! MAJORLY kills my libido.	1
*batman voice* do you have a lozenge	0
"Whenever I tell my mom about a boy being mean to me she always says ""Is he on Prozac? He is, isn't he?"" What are you saying mom?!"	0
Rivaroxaban diary day 22. Am beginning to think all pains from pressure on that part of body are due to fluid retention.	1
Took a percocet for my tooth. Feel like I'm about to die cause of the Prozac thats already in my system. Apparently you can't take both. FML	1
This old guy from the #Xarelto commercial is a fucking badass. #FlowersAndNewZealand	0
Seroquel aka wake up at 2:30 and waste half your day sleeping.	1
SSRI Birth Injury Drugs: Celexa, Effexor, Lexapro, Paxil, Prozac, and Zoloft. Call now to speak with an attorney. 1.888.520.5202.	0
Too much nicotine hahaha.	0
@BaezaRush @Bugs818 @ImDiamonds_ @iBe_Laced is that a seroquel I see?	0
"5th year intern doesn't know the brand name for ciprofloxacin. Answers back with, ""Uh... Levaquin.""  #fml #pharmacyproblems"	0
My 3 favourite things about fluoxetine are: It doesnt work as an antidepressant. Increases suicidal thoughts. It stops you from jizzing.	1
I got your prozac ready.. RT @Paulie_Bruz: If the #Mets go to Miami and lose this series let alone a game to the Marlins I will be FURIOUS	0
can't even enjoy this banana right now because of fuckin vyvanse what is life	1
@rachelhatesjazz Watch your eyesight with Lamictal- I went from awesome vision, to wearing glasses full time for the 2 yrs I was on it.	1
"The D ""@foodFIRST_: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac."""	0
@theJeremyVine I once had an allergic reaction to the anti-convulsant Lamotrigine.  I got a rash all over my body that looked like burns.	1
@LISABROWNPHOTOS Consider yourself lucky if all it does is make you dizzy and sick!  Cipro crippled me and countless others.	1
I ate 2 cakes + 2 pastries at work today. Blaming the quetiapine rather than my liking for cakes. Blaming work too for providing free cake.	1
@StargardtEyes Not really ! I'm on zyprexa and Depakote . Last time I forgot to take Depakote in the morning .. :/ my mood was horrible !	0
Men who smoke tend to have a more difficult time maintaining an erection because nicotine blocks and clogs blood veins.	0
Plus this antibiotic is making me stupid and clumsy. Cipro is evil but the fever is gone.	1
all my niggas keep ah sig no nicotine	0
Do U know what Meds R 4 bipolar depression? Currently #FDA approve combination of #olanzapine & #fluoxetine	0
@BurberryWife sometimes it never ends. So sorry. Topomax is miserable with parasthesia, cognitive problems, kidney stones. Lamictal's good	1
Must need a #DoctorWho fix. The music from this Humira commercial reminds me of the music from the episode The Idiot's Lantern.	0
@garymlasasso thank you. She's on keppra and vigabatrin at the minute.	0
I can't take any antibiotics till tomorrow because I had my Humira today.	0
@SonnieDetore I cannot be in the sun! #levaquin	1
Lookin forward to pop salve geodon brain syrup	0
@mewtopia ...face. And quetiapine slightly increases sun sensitivity too.	1
I guess this is what I get for doubling my vyvanse #nosleep	1
Too tired to function right now, thanks Humira. #naptime 	1
Somebody needs to get Amanda Bynes on Seroquel, Abilify, something	0
Zoloft &Paxil & Buspar & Xanax Depakote, Klonopin, Ambien, Prozac Atavan calms me when i see the bills These are a few of my favorite pills	0
"I just realized that the word ""Paxil"" has the word ""peace"" in it."	0
@_D_i_a_s_ you're starting to sound like a Cymbalta commercial, lighten up!	0
@annaspargoryan benzos don't work for me & I've had a cracker of a panic attack on seroquel. listening to people chat on podcasts helps me.	1
This vyvanse needs to wear off already...	0
@MSdomin8 @AnonyRRMS tysabri has worked well for many. Hopefully it is the right fit & the option that works for you.	0
wish I had it in ecuador RT @jenngaines: always get Cipro b4 travel but never had to use it, not even in Mexico! @johnnyjet:  #travelskills	0
Dronedarone not recommended for patients with permanent #AFib or for the sole purpose of rate control - Anne Gillis #ehraeuropace	0
I think this Olanzapine makes me crazier.	1
Then I get depressed and consider cymbalta	0
: I have Psoriatic Arthritis, info attached. #painful #unpredictable #embarrassing #enbrel Don't give up #fightPainhttp://www.patient.co.uk/health/psoriatic-arthritis …	0
Extra Quetiapine and two Zopiclone still aren't helping me sleep. Head full of broken biscuits at 4am with horrid intrusive thoughts	1
I hate my new medication. It makes me feel hungry :-( #quetiapine	1
@Upworthy #MentalHealthMatters a really great advert, try to think of depression without the cymbalta umbrella.	0
#Lurasidone has low propensity for #weightgain and #metabolic disturbances making it attractive option for #bipolar #depression #mhchat #mh	0
@Hollycat2013 go to urgent care. Get an antibiotic shot and or levaquin. Try Zyrtec and mucinex D over the counter too!!	0
2.5h since 100mg dph, 2h since 200mg quetiapine (and other meds), no restless legs and barely noticeable somnolence	0
I wish my seroquel would kick in soon i want to sleep i have to be up at 10 for church	0
@TheVyvanseMind Finally a girl that understands me and my need for large quantities of Vyvanse and a wide assortment of expensive pens.	0
@hurley24 I have your Ciprofloxacin.	0
Published in Stroke - RE-LY subanalysis suggests that dabigatran provides consistent benefits to Asian #Afib patients http://bit.ly/12CCIoy 	0
#EDS friends! Anybody taken #Cipro? (antibiotic) Complications?? Big side effect is tendon rupture...figured my dr would know better?	1
#MyQuitSmokingMessage cig contains approx 8 or 9 mg of nicotine, while in cigar it's 100 to 200 mg, with some as high as 400 mg.	0
Eisai pulls #Fycompa from German #epilepsy market following strict G-BA decision to decline recommendation. http://ow.ly/mm5Oc 	0
